result_id,cluster,size,seq,series,text,begin,end,id,book,Jawwani
0626YaqutHamawi.MucjamUdaba.Shamela0009788-ara1.0,309237703411,3,579,Shamela0009788-ara1.mARkdown,بن الفضل بن الفرات المعروف بابن حنزابة يهوي النظر الي الحشرات من الافاعي والحيات والعقارب وام اربعة واربعين وما يجري هذا المجري وكان في داره التي تقابل دار الشنتكاني ومسجد ورش وكانت للماذراءي قبل ذلك قاعة لطيفة مرخمة فيها سلل الحيات ولها قيم فراش حاو من الحواة ومعه مستخدمون برسم الخدمة ونقل السلل وحطها وكان كل حاو في مصر واعمالها يصيد له ما يقدر عليه من الحيات ويتباهون في ذوات العجب من اجناسها وفي الكبار وفي الغريبة المنظر وكان الوزير يثيبهم في ذلك اوفي الثواب ويبذل لهم الجزيل حتي يجتهدوا في تحصيلها وكان له وقت يجلس فيه علي دكة مرتفعة ويدخل المستخدمون والحواة فيخرجون ما في السلل ويطرحونه في ذلك الرخام ويحرشون بين الهوام وهو يتعجب من ذلك ,891,1536,Shamela0009788,0626YaqutHamawi.MucjamUdaba,x
0626YaqutHamawi.MucjamUdaba.Shamela0009788-ara1.0,309237703411,3,1841,Shamela0011566-ara1.completed,بن الفضل بن الفرات وزير مصر المعروف بابن جرابة وذلك انه كان يهوي النظر الي الحيات والافاعي والعقارب وام اربعة واربعين وما يجري هذا المجري من الحشرات وكان في داره قاعة لطيفة مرخمة فيها سلل الحيات ولها قيم فراش حاو من الحواة ومعه مستخدمون برسم الخدمة ونقل السلال وحطها وكان كل حاو في مصر واعمالها يصيد ما يقدر عليه من الحيات ويتباهون في ذوات العجب من اجناسها وفي الكبار وفي الغريبة المنظر وكان الوزير يثبهم علي ذلك او في ثواب ويبذل لهم الجمل حتي يجتهدوا في تحصيلها وكان له وقت يجلس فيه علي دكه مرتفعة ويدخل المستخدمون والحواة فيخرجون ما في السلل ويطرحونه علي ذلك الرخام ويحرشون بين الهوام وهو يتعجب من ذلك ,977,1581,Shamela0011566,0845Maqrizi.Mawaciz,x
0626YaqutHamawi.MucjamUdaba.Shamela0009788-ara1.0,309237703411,3,162,Shamela0001003-ara1.completed,بن اسعد بن الجواني المعروف بالنحوي كان الوزير يهوي النظر الي الحشرات من الافاعي والحيات والعقارب وام اربعة واربعين وما يجري في هذا المجري وكان في داره التي تقابل دار الشكالي قاعة لطيفة موجهة فيها تلك الحيات ولها قيم وفراش وحاوي مستخدمون برسم نقل سلل الحيات وحطها وكان كل حاوي في مصر يصيد ما يقدر عليه من الحيات ويتناهون في ذوات العجب من اجناسها وفي الكبار وفي الغريب منها وكان يثيبهم علي ذلك اجل ثواب ويبذل لهم الجزيل حتي يجتهدوا في تحصيلها وكان له وقت يجلس فيه علي دكة مرتفعة ويدخل المستخدمون والحواة فيخرجون ما في تلك السلل ويطرحونه علي ذلك الرخام ويحرشون بين الهوام وهو يتعجب من ذلك ,388,974,Shamela0001003,0764IbnShakirKutubi.FawatWafayat,x
0626YaqutHamawi.MucjamUdaba.Shamela0009788-ara1.0,94489458529,2,2698,JK003609-ara1.mARkdown,علي اهل الحرمين من الاشراف وغيرهم الي ان تم له ان اشتري دارا الي جانب المسجد من اقرب الدور الي القبر ليس بينه وبين القبر الا حاءط وطريق واوصي ان يدفن فيها وقرر عند الاشراف ذلك فاجابوه فلما مات حمل تابوته من مصر الي الحرمين وخرج الاشراف من مكة لتلقيه والنيابة في حمله الي ان حجوا به وطافوا به ووقفوا به بعرفة ثم ردوه الي المدينة ودفنوه في الدار التي اشتراها وحضر جنازته القاضي الحسين بن علي بن النعمان وقاءد القواد وساءر الاكابر ودفن في مجلس بداره المعروفة بدار العامة وقال المسجي انه لما غسل جعل في فيه ثلاث شعرات من شعر النبي صلي الله عليه وسلم كان ابتاعها بمال عظيم وكانت عنده في درج ذهب مختومة الاطراف بالمسك واوصي بان تجعل في فيه ان هو مات ففعل به ذلك وقال الشريف محمد بن اسعد بن علي الجواني المعروف بابن النحوي كان الوزير يهوي النظر الي الحشرات من الافاعي والحيات والعقارب وام اربعة واربعين وما يجري هذا المجري وكان في داره التي تقابل دار الشنكاتي قبل قاعة لطيفة مرخمة فيها سلل الحيات ولها قيم وفراش وحاو من الحواة مستخدمون برسم الحيات ونقل سلل الحيات وحطها وكان كل حاو في مصر واعمالها ,562,1553,JK003609,0764Safadi.WafiBiWafayat,x
0626YaqutHamawi.MucjamUdaba.Shamela0009788-ara1.0,94489458529,2,579,Shamela0009788-ara1.mARkdown,علي اهل الحرمين من اصناف الاشراف وغيرهم الي ان تم له ان اشتري بالمدينة دارا الي جانب المسجد من اقرب الدور الي القبر ليس بينها وبين القبر الا حاءط وطريق في المسجد واوصي ان يدفن فيها وقرر عند الاشراف ذلك فسمحوا له بذلك واجابوه اليه فلما مات حمل تابوته من مصر الي الحرمين فخرجت الاشراف من مكة والمدينة لتلقيه والنيابة في حمله الي ان حجوا به وطافوا ووقفوا بعرفة ثم ردوه الي المدينة ودفنوه في الدار التي اعدها لذلك قرات بخط الشريف النسابة محمد بن اسعد بن علي الجواني المعروف بابن النحوي كان الوزير جعفر بن الفضل بن الفرات المعروف بابن حنزابة يهوي النظر الي الحشرات من الافاعي والحيات والعقارب وام اربعة واربعين وما يجري هذا المجري وكان في داره التي تقابل دار الشنتكاني ومسجد ورش وكانت للماذراءي قبل ذلك قاعة لطيفة مرخمة فيها سلل الحيات ولها قيم فراش حاو من الحواة ومعه مستخدمون برسم الخدمة ونقل السلل وحطها وكان كل حاو في مصر واعمالها ,393,1223,Shamela0009788,0626YaqutHamawi.MucjamUdaba,x
0626YaqutHamawi.MucjamUdaba.Shamela0009788-ara1.0,309237703412,3,2699,JK003609-ara1.mARkdown,يصيد له ما يقدر عليه من الحيات ويتباهون في ذوات العجب من اجناسها وفي الكبار وفي الغريبة منها وكان يثيبهم علي ذلك اجل ثواب ويبذل لهم الجزيل حتي يجتهدوا في تحصيلها وكان له وقت يجلس فيه علي دكة مرتفعة ويدخل المستخدمون والحواة فيخرجون ما في السلل ويطرحونه علي ذلك الرخام ويحرشون بين الهوام وهو يتعجب من ذلك ويستحسنه فلما كان ذات يوم انفذ الي ابن المدبر الكاتب وكان ,1,362,JK003609,0764Safadi.WafiBiWafayat,x
0626YaqutHamawi.MucjamUdaba.Shamela0009788-ara1.0,309237703412,3,579,Shamela0009788-ara1.mARkdown,يصيد له ما يقدر عليه من الحيات ويتباهون في ذوات العجب من اجناسها وفي الكبار وفي الغريبة المنظر وكان الوزير يثيبهم في ذلك اوفي الثواب ويبذل لهم الجزيل حتي يجتهدوا في تحصيلها وكان له وقت يجلس فيه علي دكة مرتفعة ويدخل المستخدمون والحواة فيخرجون ما في السلل ويطرحونه في ذلك الرخام ويحرشون بين الهوام وهو يتعجب من ذلك ويستحسنه فلما كان ذات يوم انفذ رقعة الي الشيخ الجليل ابن المدبر الكاتب وكان ,1223,1612,Shamela0009788,0626YaqutHamawi.MucjamUdaba,x
0626YaqutHamawi.MucjamUdaba.Shamela0009788-ara1.0,309237703412,3,1841,Shamela0011566-ara1.completed,يصيد ما يقدر عليه من الحيات ويتباهون في ذوات العجب من اجناسها وفي الكبار وفي الغريبة المنظر وكان الوزير يثبهم علي ذلك او في ثواب ويبذل لهم الجمل حتي يجتهدوا في تحصيلها وكان له وقت يجلس فيه علي دكه مرتفعة ويدخل المستخدمون والحواة فيخرجون ما في السلل ويطرحونه علي ذلك الرخام ويحرشون بين الهوام وهو يتعجب من ذلك ,1272,1581,Shamela0011566,0845Maqrizi.Mawaciz,x
0626YaqutHamawi.MucjamUdaba.Shamela0009788-ara1.0,369367383546,2,579,Shamela0009788-ara1.mARkdown,مصر الي الحرمين فخرجت الاشراف من مكة والمدينة لتلقيه والنيابة في حمله الي ان حجوا به وطافوا ووقفوا بعرفة ثم ردوه الي المدينة ودفنوه في الدار التي اعدها لذلك قرات بخط الشريف النسابة محمد بن اسعد بن علي الجواني المعروف بابن النحوي كان الوزير جعفر بن الفضل بن الفرات المعروف بابن حنزابة يهوي النظر الي الحشرات من الافاعي والحيات والعقارب وام اربعة واربعين وما يجري هذا المجري وكان في داره التي تقابل دار الشنتكاني ومسجد ورش وكانت للماذراءي قبل ذلك قاعة لطيفة مرخمة فيها سلل الحيات ولها قيم فراش حاو من الحواة ومعه مستخدمون برسم الخدمة ونقل السلل وحطها وكان كل حاو في مصر واعمالها يصيد له ما يقدر عليه من الحيات ويتباهون في ذوات العجب من اجناسها وفي الكبار وفي الغريبة المنظر وكان الوزير يثيبهم في ذلك اوفي الثواب ويبذل لهم الجزيل حتي يجتهدوا في تحصيلها وكان له وقت يجلس فيه علي دكة مرتفعة ويدخل المستخدمون والحواة فيخرجون ما في السلل ويطرحونه في ذلك الرخام ويحرشون بين الهوام وهو يتعجب من ذلك ويستحسنه فلما كان ذات يوم انفذ رقعة الي الشيخ الجليل ابن المدبر الكاتب وكان ,646,1612,Shamela0009788,0626YaqutHamawi.MucjamUdaba,x
0626YaqutHamawi.MucjamUdaba.Shamela0009788-ara1.0,369367383546,2,162,Shamela0001003-ara1.completed,مصر الي الحرمين وخرج الاشراف من مكة وحملوه وسعوا به وطافوا ووقفوا به بعرفة ثم ردوه الي المدينة ودفنوه في الدار التي اشتراها وحضر جنازته القاضي الحسين ابن علي بن النعمان وقاءد القواد وساءر الاكابر وقال المسبحي لما غسل جعل في فيه ثلاث شعرات من شعر النبي صلي الله عليه وسلم كان ابتاعها بمال عظيم وكانت عنده في درج مختوم الاطراف بالمسك واوصي ان تجعل في فيه اذا مات ففعل ذلك وقال الشريف محمد بن اسعد بن الجواني المعروف بالنحوي كان الوزير يهوي النظر الي الحشرات من الافاعي والحيات والعقارب وام اربعة واربعين وما يجري في هذا المجري وكان في داره التي تقابل دار الشكالي قاعة لطيفة موجهة فيها تلك الحيات ولها قيم وفراش وحاوي مستخدمون برسم نقل سلل الحيات وحطها وكان كل حاوي في مصر يصيد ما يقدر عليه من الحيات ويتناهون في ذوات العجب من اجناسها وفي الكبار وفي الغريب منها وكان يثيبهم علي ذلك اجل ثواب ويبذل لهم الجزيل حتي يجتهدوا في تحصيلها وكان له وقت يجلس فيه علي دكة مرتفعة ويدخل المستخدمون والحواة فيخرجون ما في تلك السلل ويطرحونه علي ذلك الرخام ويحرشون بين الهوام وهو يتعجب من ذلك ويستحسنه فلما كان ذات يوم انفذ خلف ابن المدبر الكاتب وكان ,1,1032,Shamela0001003,0764IbnShakirKutubi.FawatWafayat,x
0626YaqutHamawi.MucjamUdaba.Shamela0009788-ara1.0,274878037272,4,2699,JK003609-ara1.mARkdown,ويستحسنه فلما كان ذات يوم انفذ الي ابن المدبر الكاتب وكان من كتاب ايامه ودولته وهو عزيز عنده ويسكن في جواره يقول له في رقعة بانه لما كان البارحة وعرض الحواة الحشرات الجاري بها العادات انساب الي داره منها الحية وذات القرنين الكبري والعقربان الكبير وابو صوفة وما حصلوا لنا بعد عناء ومشقة وجملة بذلناها للحواة نحن نامر الشيخ وفقه الله بالتوقيع الي حاشيته وصبيته بصون ما وجد منها الي ان ننفذ الحواة لاخذها وردها الي سللها فلما وقف ابن المدبر عليها قلب بالرقعة وكتب اتاني امر سيدنا الوزير ادام الله نعمته وحرس مدته بما اشار اليه من امر الحشرات والذي اعتمد عليه في ذلك ان الطلاق يلزمه ثلاثة ان بات هو او احد من اولاده في الدار السلام الامير ابن فلاح جعفر بن فلاح ,304,961,JK003609,0764Safadi.WafiBiWafayat,x
0626YaqutHamawi.MucjamUdaba.Shamela0009788-ara1.0,274878037272,4,580,Shamela0009788-ara1.mARkdown,من اعيان كتاب ايامه ودولته وكان عزيزا عنده وكان يسكن في جوار دار ابن الفرات يقول له فيها نشعر الشيخ الجليل ادام الله سلامته انه لما كان البارحة وعرض علينا الحواة الحشرات الجاري بها العادات انسابت الي داره منها الحية البتراء وذات القرنين الكبري والعقربان الكبير وابو صوفة وما حصلوا لنا بعد عناء ومشقة وبجعلة بذلناها للحواة ونحن نامر الشيخ وفقه الله تعالي بالتقدم الي حاشيته وصبيته بصون ما وجد منها الي ان ننفذ الحواة لاخذها وردها الي سللها فلما وقف ابن المدبر علي الرقعة قلبها وكتب في ذيلها اتاني امر سيدنا الوزير ادام الله نعمته وحرس مدته بما اشار اليه في امر الحشرات والذي يعتمد عليه في ذلك ان الطلاق يلزمه ثلاثا ان بات هو او واحد من اهله في الدار والسلام انشدني ابو بكر ابن البر ,1,682,Shamela0009788,0626YaqutHamawi.MucjamUdaba,x
0626YaqutHamawi.MucjamUdaba.Shamela0009788-ara1.0,274878037272,4,1842,Shamela0011566-ara1.completed,ويستحسنه فلما كان ذات يوم انفذ رقعة الي الشيخ الجليل ابن المدبر الكاتب وكان من اعيان كتاب ايامه وديوانه وكان عزيزا عنده وكان يسكن الي جوار دار ابن الفرات يقول له فيها نشعر الشيخ الجليل ادام الله سلامته انه لما كان البارحة عرض علينا الحواة الحشرات الجاري بها العادات انساب الي داره منها الحية البتراء وذات القرنين والعقربان الكبير وابو صوفة وما حصلوا لنا الا بعد عناء ومشقة وبجملة بذلناها للحواة ونحن نامر الشيخ وفقه الله بالتقدم الي حاشيته وصبيته بصون ما وجد منها الي ان تنفذ الحواة لاخذها وردها الي سللها فلما وقف ابن المدبر علي الرقعة قلبها وكتب في ذيلها اتاني امر سيدنا الوزير خلد الله نعمته وحرس مدته بما اشار اليه في امر الحشرات والذي يعتمد عليه في ذلك ان الطلاق يلزمه ثلاثا ان بات هو واحد من اهله في الدار والسلام ,1,721,Shamela0011566,0845Maqrizi.Mawaciz,x
0626YaqutHamawi.MucjamUdaba.Shamela0009788-ara1.0,274878037272,4,162,Shamela0001003-ara1.completed,ويستحسنه فلما كان ذات يوم انفذ خلف ابن المدبر الكاتب وكان من كتاب ايامه ودولته وهو عزيز عنده ويسكن جواره فانفذ يقول فيه في رقعة انه لما كان البارحة وعرض علينا الحواة الحشرات الجاري بها العادات انساب منها الحية البتراء وذات القرنين الكبري والعقربان الكبير وابو صوفة وما حصلوا لنا بعد عناء طويل ومشقة وجملة بذلناها للحواة ونحن نامر الشيخ وفقه الله تعالي بالتوقيع الي حاشيته بصونه ما وجد منها الي ان ينفذ الحواة بردها الي سللها فلما وقف ابن المدبر عليها قلب الرقعة وكتب اتاني امر سيدنا الوزير ادام الله تعالي نعمته وحرس مدته بما اشار اليه من امر الحشرات والذي اعتمد عليه في ذلك ان الطلاق يلزمه ثلاثا ان بات هو او احد من ,974,1591,Shamela0001003,0764IbnShakirKutubi.FawatWafayat,x
0626YaqutHamawi.MucjamUdaba.Shamela0009788-ara1.0,274878037274,2,5989,Shamela0035100-ara1.mARkdown,ايام حاضرا في دار الوزير ابي الفرج بن كلس فدخل عليه ابو العباس بن الوزير ابي الفضل بن حنزابة وكان قد زوجه ابنته واكرمه واجله وقال له يا ابا العباس يا سيدي ما انا باجل من ابيك ولا بافضل اتدري ما اقعد اباك خلف الناس شيل انفه بابيه ,1,230,Shamela0035100,0748Dhahabi.TarikhIslam,?
0626YaqutHamawi.MucjamUdaba.Shamela0009788-ara1.0,274878037274,2,580,Shamela0009788-ara1.mARkdown,ايام حاضرا دار الوزير يعني ابا الفرج ابن كلس فدخل عليه ابو العباس الفضل بن ابي الفضل الوزير ابن حنزابة وكان قد زوجه ابنته واكرمه واجله فقال له يا ابا العباس يا سيدي ما انا بارجل من ابيك ولا باعلم ولا بافضل وزاد في وصفه واكرامه ثم قال اتدري ما اقعد اباك خلف الباب شيل انفه بابيه ,1166,1444,Shamela0009788,0626YaqutHamawi.MucjamUdaba,?
0626YaqutHamawi.MucjamUdaba.Shamela0009788-ara1.0,25769925510,2,580,Shamela0009788-ara1.mARkdown,بعض ال الفرات قد مر عيد وعيد ما اخضر لي فيه عود وكيف يخضر عود والماء منه بعيد يا من له عدد المجد كلها والعديد ال الفرات نداهم علي الفرات يزيد وانت فضلك فيهم عليك منه شهود وكل يوم لغيري من راحتيك مديد هل لي الي الرزق ذنب فكان منه صدود ما الناس الا شقي في دهرنا وسعيد ,726,992,Shamela0009788,0626YaqutHamawi.MucjamUdaba,
0626YaqutHamawi.MucjamUdaba.Shamela0009788-ara1.0,25769925510,2,219,Shamela0006743-ara1.completed,بعض ال الفرات قد مر عيد وعيد ما اخضر لي فيه عود وكيف يخضر عودي والماء منه بعيد يا من له عدد المجد كلها والعديد ال الفرات نداهم علي الفرات يزيد وانت فضلك فيهم عليك منه شهود وكل يوم لغيري من راحتيك مدود هل لي الي الرزق ذنب ان كان منه صدود ما الناس الا شقي في دهرنا وسعيد ,1055,1324,Shamela0006743,0429AbuMansurThacalibi.YatimatDahr,
