result_id,cluster,size,seq,series,text,begin,end,id,book,Jawwani,Note
0845Maqrizi.Mawaciz.Shamela0011566-ara1.1,128849151474,2,173,Shamela0011566-ara1.completed,سبعة وتسعين الف الف دينار فاحب ان يتمه ماءة الف الف دينار فامر بوجوه العمارات واصلاح جسور البلد والزيادة في استنباط الارض حتي بلغ ذلك وزاد عليه ,378,522,Shamela0011566,0845Maqrizi.Mawaciz,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.1,128849151475,3,173,Shamela0011566-ara1.completed,الاسدي وقال الحسن بن علي الاسدي اخبرني ابي قال وجدت في كتاب قبطي باللغة الصعيدية مما نقل الي اللغة العربية ان مبلغ ما كان يستخرج لفرعون ,1250,1386,Shamela0011566,0845Maqrizi.Mawaciz,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.1,128849151475,3,205,Shamela0001585-ara1.mARkdown,الحسن بن علي الاسدي اخبرني ابي قال وجدت في كتاب قبطي باللغة الصعيدية مما نقل بالعربية ان مبلغ ما كان يستخرج لفرعون يوسف ,151,271,Shamela0001585,0520IbnMuhammadTurtushi.SirajMuluk,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.1,128849151475,3,195,JK001336-ara1,الرعية وقال ابو الحسن بن علي الاسدي اخبرني ابي قال وجدت في كتاب قبطي باللغة الصعيدية مما نقل بالعربية ان مبلغ ما كان يستخرج لفرعون في زمن يوسف ,1493,1636,JK001336,0850ShihabDinIbshihi.Mustatraf,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.1,171798854253,3,695,Sham19Y0018147-ara1.completed,اربعة وعشرين الف الف مرتين واربع ماءة الف دينار فكان يصرف منها في عمارة الضياع لحفر الخليج والترع وعمل الجسور ونقوية من يحتاج اليه من التقوية من المزارعين من غير رجوع عليه بشء منها لاقامة العوامل وثمن الالات واجرة من يستعان به لحمل البذار وساءر هذه المنافع العاءد مصلحتها لتحضير ساءر اراضيهم وتغليقها بالزراعة وتطبيقها بالبذار فيصرف في جميع ذلك من الجملة المذكورة ثمان ماءة الف دينار وما يصرف في الارزاق للاولياء ممن يحمل السلاح من الجند المعدودين للحرب وللشاكردية وغيرهم من الغلمان ومن يجري مجراهم وعدة جميعهم ماءة الف رجل واحد عشر الفا مع الف كاتب مسومين بالدواوين سوي من تبعهم من الخزان ومن يجري مجراهم ثمانية الف الف مرتين دينار وما يصرف للارامل والايتام من ذوي الحاجة فرضا لهم من بيت المال من غير حوالة اربع ماءة الف دينار وما يصرف في ارزاق كهنة برابيهم واءمتهم وبيوت صلواتهم علي ما جرت به رسومهم من جملة ذلك ماءتا الف دينار وما يصرف في الصدقات مما يصب صبا وينادي مناد في الناس برءت الذمة من احد كشف وجهة لفاقة نزلت به فليحضر فلا يرد عنه احد والامناء حضور فاذا راوا رجلا لم تجر له عادة بالحضور افرد بعد قبض ما يقبضه من صدقته حتي اذا فرغ وفرق جميع ذلك المرصد واجتمع من هذه الطاءفة من اجتمع دخل امناءه اليه فهنءوه بتفرقة المال ودعوا له بالبقاء وداوم العز وانهوا اليه حال تلك الطاءفة التي اجتمعت فيامر بتغيير لباسهم ولم شعثهم ويامر بالسماط فتمد ويحضر بنفسه الطعام ويدعي بهم فياكلون ويشربون بين يديه ثم يستعلم منهم من كل واحد ما سبب فاقته فان كانت من افات الزمان رد عليه مثل ما كان له وان كان عن سوء راي وتدبير ضمه الي من يشرف عليه بعد ان يقام له ما يصلحه فالمرصد لذلك من الجملة ماءة الف دينار ,39,1534,Sham19Y0018147,0736IbnDawadari.KanzDurar,?,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.1,171798854253,3,174,Shamela0011566-ara1.completed,اربعة وعشرين الف الف دينار واربعماءة الف دينار من جهات مصر وذلك ما يصرف في عمارة البلاد لحفر الخلج واتقان الجسور وسد الترع واصلاح السبل والساسة ثم في تقوية من يحتاج التقوية من غير رجوع عليه بها لاقامة العوامل والتوسعة في البدار وغير ذلك وثمن الالات واجرة من يستعان به من الاجراء لحمل الاصناف وساءر نفقات تطريق اراضيهم من العين ثمانماءة الف دينار ولما يصرف في ارزاق الاولياء الموسومين بالسلاح وحملته والغلمان واشياعهم مع الف كاتب موسومين بالدواوين سوي اتباعهم من الخزان ومن يجري مجراهم وعدتهم ماءة الف واحد عشر الف رجل من العين ثمانية الاف الف دينار ولما يصرف في الارامل والايتام فرضا لهم من بيت المال وان كانوا غير محتاجين اليه حتي لا تخلو امالهم من بر يصل اليهم من العين اربعماءة الف دينار ولما يصرف في كهنة برابيهم واءمتهم وساءر بيوت صلواتهم من العين ماءة الف دينار ولما يصرف في الصدقات وينادي في الناس برءت الذمة من رجل كشف وجهه لفاقة فليحضر فلا يرد عند ذلك احد والامناء جلوس فاذا رءي رجل لم تجر عادته بذلك افرد بعض قبض ما يقبضه حتي اذا فرق المال واجتمع من هذه الطاءفة عدة دخل امناء فرعون اليه وهنوه بتفرقة المال ودعوا له بالبقاء والسلامة وانهوا حال الطاءفة المذكورة فيامر بتغيير شعثها بالحمام واللباس وبمد الاسمطة وياكلون ويشربون ثم يستعلم من كلواحد سبب فاقته فان كان من افة الزمان رد عليه مثل ما كان واكثر وان كان عن سوء راي وضعف تدبير ضمه الي من يشرف عليه ويقوم بالامر الذي يصلح له من العين ماءتا الف دينار ,1,1314,Shamela0011566,0845Maqrizi.Mawaciz,?,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.1,171798854253,3,205,Shamela0001585-ara1.mARkdown,اربعة وعشرون الف الف واربعماءة الف دينار من ذلك ما ينصرف في عمارة البلاد كحفر الخلجان والانفاق علي الجسور وسد الترع واصلاح السبل وفي تقوية من يحتاج الي التقوية من غير رجوع عليه بها لاقامة العوامل والتوسعة في البدار وغير ذلك من الالات واجرة من يستعان به لحمل البذر وساءر نفقات تطريق الارض ثمانماءة الف دينار ولما ينصرف في ارزاق الاولياء المرسومين بالسلاح وحملته من الشاكرية والغلمان واشياعهم وعدة جميعهم مع الف كاتب مرسومين بالدواوين سوي اتباعهم من الخزان ومن يجري مجراهم وعدتهم ماءة الف واحدي عشر الف رجل من العين ثمانية الاف دينار ولما يصرف للارامل والايتام فرضا لهم من بيت المال وان كانوا غير محتاجين حتي لا يخلو امثالهم من بر فرعون اربعماءة الف دينار ولما يصرف في كهنة برايهم وساءر بيوت صلواتهم ماءتا الف دينار ولما يصرف في الصدقات وينادي منادي برءت الذمة من رجل كشف وجهه لفاقة الا حضر فيحضر لذلك من يحضر فلا يرد واحدا والامناء جلوس فاذا راوا انسانا لم يجر رسمه افرد بعد قبض ما يقبضه حتي اذا فرق المال واجتمع من هذه الطاءفة عدد دخل امناء فرعون اليه وهنوه بتفرقة المال ودعوا له بطول البقاء ودوام العز والسلامة وانهوا اليه حال تلك الطاءفة فيامر بتغيير شعثها بالحمام واللباس ثم يمد السماط فياكلون بين يديه ويشربون ويستعلم من ,483,1608,Shamela0001585,0520IbnMuhammadTurtushi.SirajMuluk,,Shared source - or used with Jawwani
0845Maqrizi.Mawaciz.Shamela0011566-ara1.1,240518311612,2,174,Shamela0011566-ara1.completed,كلواحد سبب فاقته فان كان من افة الزمان رد عليه مثل ما كان واكثر وان كان عن سوء راي وضعف تدبير ضمه الي من يشرف عليه ويقوم بالامر الذي يصلح له من العين ماءتا الف دينار فذلك جملة ما تبين وفصل في هذه الجهات المذكورة من العين تسعة الاف الف وثمانماءة الف دينار ويحصل بعد ذلك ما يتسلمه فرعون في بيوت امواله عدة لنواءب الدهر وحادثات الزمان من العين اربعة عشر الف الف دينار وستماءة الف دينار وقيل لبعضهم متي عقدت مصر ,1148,1556,Shamela0011566,0845Maqrizi.Mawaciz,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.1,240518311612,2,206,Shamela0001585-ara1.mARkdown,كل واحد سبب فاقته فان كان ذلك من افة الزمان رد عليه مثل ما كان له واكثر وان كان عن دعوة سوء راي وتدبير غير مستقيم ضمه الي من يصرف عليه وياخذه بالادب والمعرفة الي ان يصلح من العين ماءتي الف دينار ولما يصرف في نفقات فرعون الراتبة لسنته ماءتا الف دينار تكون النفقات علي ما تقدم تفصيلها تسعة الاف الف وثمانماءة الف دينار ويحصل بعد ذلك ما يتسلمه يوسف الصديق عليه السلام ويحصله لفرعون في بيت المال لنواءب الزمان اربعة عشر الف الف دينار وستماءة الف دينار وقال ابو رهم كانت ارض مصر ,1,475,Shamela0001585,0520IbnMuhammadTurtushi.SirajMuluk,,Shared source - or used with Jawwani
0845Maqrizi.Mawaciz.Shamela0011566-ara1.2,34359897395,3,2682,Shia002616Vols-ara1,يسوقون الحيتان اليها يوم الجمعة فتبقي فيها فلا يمكنها الخروج منها لقلة الماء فياخذونها يوم الاحد وروي اشهب عن مالك قال زعم ابن رومان انهم كانوا ياخذ الرجل خيطا ويضع فيه وهقة والقاها في ذنب الحوت وفي الطرف الاخر من الخيط وتد وتركه كذلك الي الاحد ثم تطرق الناس حين راوا من صنع هذا لا يبتلي حتي كثر صيد الحوت ومشي به في الاسواق واعلن الفسقة بصيده فقامت فرقة من بني اسراءيل ونهت وجاهرت بالنهي واعتزلت وقيل ان الناهين قالوا لا نساكنكم فقسموا القرية بجدار فاصبح الناهون ذات يوم في مجالسهم ولم يخرج من المعتدين احد فقالوا ان للناس لشانا فعلوا علي الجدار فنظروا فاذا هم قردة ففتحوا الباب ودخلوا عليهم فعرفت القردة انسابها من الانس ولم تعرف الانس انسابهم من القردة فجعلت القردة تاتي نسيبها من الانس فتشم ثيابه وتبكي فيقول الم ننهكم فتقول براسها نعم قال قتادة صار الشبان قردة والشيوخ خنازير فما نجا الا الذين نهوا وهلك ساءرهم فعلي هذا القول ان ,1,835,Shia002616Vols,0671AbuCabdAllahQurtubi.JamicLiAhkamQuran,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.2,34359897395,3,412,Shia002616Vols-ara1,الرجل منهم خيطا ويضع فيه وهقة والقاها في ذنب الحوت وفي الطرف الاخر من الخيط وتد وتركه كذلك الي الاحد ثم تطرق الناس حين راوا من صنع لا يبتلي حتي كثر صيد الحوت ومشي به في الاسواق واعلن الفسقة بصيده فقامت فرقة فنهت وجاهرت بالنهي واعتزلت ويقال ان الناهين قالوا لا نساكنكم فقسموا القرية بجدار فاصبح الناهون ذات يوم في مجالسهم ولم يخرج من المعتدين احد فقالوا ان للناس لشانا فعلوا علي الجدار فنظروا فاذا هم قردة ففتحوا الباب ودخلوا عليهم فعرفت القردة انسابها من الانس ولا يعرف الانس انسابهم من القردة فجعلت القردة تاتي نسيبها من الانس فتشم ثيابه وتبكي فيقول الم ننهكم فتقول براسها نعم قال قتادة صار الشبان قردة والشيوخ خنازير فما نجا الا الذين نهوا وهلك ساءرهم ,71,725,Shia002616Vols,0671AbuCabdAllahQurtubi.JamicLiAhkamQuran,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.2,34359897395,3,426,Shamela0011566-ara1.completed,يسوقون الحيتان اليها يوم الجمعة فتبقي فيها فلا يمكنها الخروج منها لقلة الماء فياخذونها يوم الاحد وقيل كان الرجل ياخذ خيطا ويضع فيه وهقه ويلقيه في ذنب الحوت وهو بتحريك الهاء واسكانها حبل كالطول ويجعل في الطرف الاخر من الخيط وتدا ويتركه كذلك الي يوم الاحد ثم تطرق الناس حين راوا من صنع هذا لا يبتلي حتي كثر الصيد للحيتان ومشي به في الاسواق واعلن الفسقة بصيده فقامت طاءفة من بني اسراءيل وجاهرت بالنهي واعتزلت وقالت لا نساكنكم فقسموا القرية بجدار فاصبح الناهون ذات يوم في مجالسهم ولم يخرج من المعتدين احد فقالوا ان للناس لشانا فعلوا علي الجدار فاذا هم قردة فدخلوا عليهم فعرفت القردة انسابها من الانس فجعلت تاتيهم فتشم ثيابهم وتبكي فيقول الناهون للقردة الم ننهكم فتقول براسها نعم قال قتادة فصارت الشباب قردة والشيوخ خنازير فما نجا الا الذين نهوا وهلك ساءرهم وقيل ان ,188,949,Shamela0011566,0845Maqrizi.Mawaciz,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.2,34359897396,35,137,Shamela0023578-ara1.completed,في السبت وذلك انهم كانوا من داود عليه السلام بارض يقال لها ايلة حرم الله عليهم صيد السمك يوم السبت فكان اذا دخل يوم السبت لم يبق حوت في البحر الا اجتمع هناك حتي يخرجن خراطيمهن من الماء لامنها فاذا مضي السبت تفرقن ولزمن البحر فذلك قوله تعالي اذ تاتيهم حيتانهم يوم سبتهم شرعا ويوم لا يسبتون لا تاتيهم فعمد رجال فحفروا الحياض حول البحر وشرعوا منه اليها الانهار فاذا كانت عشية الجمعة فتحوا تلك الانهار فاقبل الموج بالحيتان الي الحياض فلا تطيق الخروج لبعد عمقها وقلة الماء فاذا كان يوم الاحد اخذوها وقيل كانوا ينصبون الحباءل والشصوص يوم الجمعة ويخرجونها يوم الاحد ففعلوا ذلك زمانا فكثرت اموالهم ولم تنزل عليهم عقوبة فقست قلوبهم واصروا علي الذنب وقالوا ما نري السبت الا قد احل لنا فلما فعلوا ذلك صار اهل القرية وكانوا سبعين الفا ثلاثة اصناف صنف امسك ونهي وصنف امسك ولم ينه وصنف انتهك الحرمة وكان الذين نهوا اثنا عشر الفا فلما ابي المجرمون قبول نصحهم قال الناهون والله لا نساكنكم في قرية واحدة فقسموا القرية بجدار وغيروا بذلك سنتين فلعنهم داود وغضب الله عز وجل عليهم لاصرارهم علي المعصية فخرج الناهون ذات يوم من بابهم والمجرمون لم يفتحوا ابوابهم ولا خرج منهم احد فلما ابطءوا تسوروا عليهم الحاءط فاذا هم جميعا قردة فمكثوا ثلاثة ايام ثم هلكوا ولم يمكث مسخ فوق ثلاثة ايام ولم يتوالدوا فذلك قول عز وجل فقلنا لهم كونوا قردة امر تحويل خاسءين مطرودين ,188,1425,Shamela0023578,0427AbuIshaqThaclabi.KashfWaBayan,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.2,34359897396,35,1257,Shamela0023578-ara1.completed,ريح نون قال لا فتطلع في تنوره فاذا هو فيه فقال اني اري الله سيعذبك فلما لم يره عذب ولم يعجل عليهم بالعذاب اخذ في السبت الاخري حوتين اثنين فلما راوا ان العذاب لا يعاجلهم اكلوا وملحوا وباعوا واثروا وكثر مالهم وكانوا نحوا من سبعين الف فصارت اهل القرية ثلاثا ثلث نهوا وكانوا نحوا من اثني عشر الفا وثلث قالوا لم تعظون قوما الله مهلكهم وثلث اصحاب الخطيءة فلما لم ينتهوا قال المسلمون لا نسالهم فقسموا القرية بجدار للمسلمين باب وللمعتدين باب ولعنهم داود عليه السلام فاصبح الناهون ذات يوم في مجالسهم ولم يخرج من المعتدين احد فقالوا ان للناس شانا لعل الخمر غلبتهم فعلوا علي الجدار فنظروا فاذا بهم قردة ففتحوا الباب ودخلوا عليهم وعرفت القردة انسابها من الانس ولا تعرف الانس انسابهم من القرود فجعلت القردة تاتي نسيبها من الانس وتشم ثيابه وتبكي فيقول الم ننهكم فتقول براسها نعم قال قتادة صار الشبان قردة والشيوخ خنازير فما نجا الا الذين نهوا وهلك ساءرهم واختلف العلماء في الفرقة الذين قالوا لم تعظون قوما ,28,920,Shamela0023578,0427AbuIshaqThaclabi.KashfWaBayan,,
0845Maqrizi.Mawaciz.Shamela0011566-ara1.2,34359897396,35,1441,Shamela0023628-ara1.completed,السبت فاذا كان يوم الاحد خذوها ففعلوا ذلك زمانا ثم انهم تجرءوا علي السبت وقالوا ما نري السبت الا قد حل لنا فاصطادوا فيه واكلوا وباعوا وصار اهل القرية احزابا ثلاثة وكانوا نحوا من سبعين الفا فثلث نهوا عن الاصطياد وثلث سكتوا ولم ينهوا وقالوا للناهين لم تعظمون قوما الله مهلكهم وثلث هم اصحاب الخطيءة الذين خالفوا امر الله واصطادوا واكلوا وباعوا فلما لم ينتهوا عما هم فيه من المعصية قال الناهون لا نساكنكم في قرية واحدة فقسموا القرية بينهم بجدار للناهين باب يدخلون ويخرجون منه وللعاصين باب ولعنهم داود عليه الصلاة والسلام وكانوا في زمنه فاصبح الناهون ذات يوم ولم يخرج من المعتدين احد فقالوا ان لهم لشانا لعل الخمر قد غلبتهم فعلوا علي الجدار الذي بينهم فاذا هم قد مسخوا قردة ففتحوا عليهم الباب ودخلوا اليهم فصار القردة يعرفون انسابهم من الناس ولم يعرف الناس انسابهم من القردة فجعلت القردة تاتي انسابها من الناس فتشم ثيابها فيقول لهم اهلوهم الم ننهكم فتقول القردة براسها نعم فنجا الناهون وهلك ساءرهم فذلك قوله تعالي واذ قالت امة منهم لم تعظون قوما الله مهلكهم او معذبهم عذابا شديدا ,1,976,Shamela0023628,0741KhazinBaghdadi.LubabTawil,,
