result_id,cluster,size,seq,series,text,begin,end,id,book,Jawwani,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,403727081704,4,48,JK001330-ara1.mARkdown,صاحب القصر فلما قفل المسلمون من الاسكندرية قالوا اين ننزل قالوا الفسطاط يعنون فسطاط عمرو الذي خلفه بمصر مضروبا لاجل اليمامة فغلب عليه ذلك وكان موضع الفسطاط المذكور موضع الدار التي تعرف اليوم بدار الحصار عند دار عمرو الصغيرة ,1094,1318,JK001330,0874IbnTaghribirdi.NujumZahira,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,403727081704,4,354,Shamela0023849-ara1.mARkdown,صاحب القصر فلما قفل المسلمون من الاسكندرية بعد فتحها قالوا اين ننزل قالوا الفسطاط فسطاط عمرو الذي كان خلفه وكان مضروبا في موضع الدار التي تعرف اليوم بدار الحصي وهي عند دار عمرو الصغيرة ,1,186,Shamela0023849,0487AbuCubaydBakri.MasalikWaMamalik,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,403727081704,4,679,Shamela0011566-ara1.completed,صاحب القصر فلما قفل المسلمون من الاسكندرية قالوا اين ننزل قالوا الفسطاط لفسطاط عمرو الذي كان خلفه وكان مضروبا في موضع الدار التي تعرف اليوم بدار الحصار عند دار عمرو الصغيرة ,269,442,Shamela0011566,0845Maqrizi.Mawaciz,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,5643,Shamela0003118-ara1.completed,الشباب وقال قبيصة الا اخبركم عمن صحبت صحبت عمر بن الخطاب فما رايت احدا افقه في كتاب الله ولا احسن مدارسة منه وصحبت طلحة بن عبيد الله فما رايت احدا اعطي لجزيل عن غير مسالة منه وصحبت عمرو بن العاص فما رايت احدا انصع طرقا او اتم طرقا منه وصحبت معاوية فما رايت احدا اكثر حلما ولا ابعد اناة منه وصحبت زيادا فما رايت احدا اكرم جليسا منه ولا اخصب رفيقا منه وصحبت المغيرة بن شعبة فلو ان مدينة لها ابواب لا يخرج من كل باب منها الا بالمكر لخرج من ابوابها كلها اختار اهل الكوفة قبيصة بن جابر وافدا الي عثمان وكان من فصحاء اهل الكوفة مات في ولاية مصعب بن الزبير العراق ,741,1298,Shamela0003118,0711IbnManzurIfriqi.MukhtasarTarikhDimashq,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,5257,Shamela0003118-ara1.completed,محمد بن سلام الجمحي قال كان عمر بن الخطاب اذا راي الرجل يتلجلج في كلامه قال خالق هذا وخالق عمرو بن العاص واحد عن قبيصة بن جابر قال صحبت عمر بن الخطاب فما رايت رجلا اقرا لكتاب الله ولا افقه في دين الله ولا احسن مداراة منه وصحبت طلحة بن عبيد الله فما رايت رجلا اعطي لجزيل عن غير مسالة منه وصحبت معاوية بن ابي سفيان فما رايت رجلا اثقل حلما منه وصحبت عمرو بن العاص فما رايت رجلا ابين او قال انصع طرفا منه ولا اكرم جليسا ولا اشبه سريرة بعلانية منه وصحبت المغيرة بن شعبة فلو ان مدينة لها ثمانية ابواب لا يخرج من باب منها الا بالمكر لخرج من ابوابها كلها وعن ابي قيس مولي عمرو بن العاص قال كان عمرو بن العاص يسرد الصوم وقل ما يصيب من العشاء واكثر ذلك كان يصيب من السحر فسمعته يقول قال رسول الله صلي الله عليه وسلم ان فصل بين ,747,1464,Shamela0003118,0711IbnManzurIfriqi.MukhtasarTarikhDimashq,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,2393,Shamela0003118-ara1.completed,عمرو بن العاص فما رايت رجلا ابين ظرفا ولا احلم جليسا منه وصحبت زيادا فما رايت رجلا اخصب ناديا ولا اكرم جليسا ولا اشبه سريرة بعلانية منه وصحبت المغيرة بن شعبة فلو ان مدينة لها ثمانية ابواب لا يخرج من باب منها الا بمكر لخرج من ابوابها كلها قال ,1,243,Shamela0003118,0711IbnManzurIfriqi.MukhtasarTarikhDimashq,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,2392,Shamela0003118-ara1.completed,قال قميصة بن جابر صحبت عمر بن الخطاب فما رايت رجلا اقرا لكتاب الله تعالي ولا افقه في دين الله منه ولا احسن مدارسة منه وصحبت طلحة بن عبيد الله فما رايت رجلا اعطي الجزيل من مال عن غير مسالة منه قيل وكان يسمي الفياض قال وصحبت معاوية بن ابي سفيان فما رايت رجلا اثقل حلما ولا ابطا جهلا ولا ابعد اناة منه وصحبت ,1231,1536,Shamela0003118,0711IbnManzurIfriqi.MukhtasarTarikhDimashq,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,18145,JK000916-ara1.mARkdown,محمد بن عبدالله بن خالد بن بخيت نا خلف بن عمرو العكبري نا الحميدي نا سفيان نا مجالد بن سعيد عن الشعبي عن قبيصة بن جابر قال صحبت عمر بن الخطاب فما رايت رجلا اقرالكتاب الله ولا افقه في دين الله ولا احسن مداراة منه وصحبت طلحة بن عبيدالله فما رايت رجلا اعطي لجزيل عن غير مسالة منه وصحبت معاوية بن ابي سفيان فما رايت رجلا اثقل حلما منه وصحبت عمرو بن العاص فما رايت رجلا ابين او قال انصع طرفا منه ولا اكرم جليسا ولا اشبه سريرة بعلانيه منه وصحبت المغيرة بن شعبة فلو ان مدينة لها ثمانية ابواب لا يخرج من باب منها الا بالمكر لخرج من ابوابها كلها اخبرنا ابو القاسم بن الحصين انا ابو علي بن المذهب انا احمد بن جعفر نا عبدالله بن احمد حدثني ابي نا يزيد نا موسي هو ابن علي قال سمعت ابي يقول حدثني ابو قيس مولي عمرو بن العاص ان عمرو بن العاص كان يسرد الصوم وقل ما كان يصيب من العشاء اول الليل اكثر ما كان يصيب من السحر قال وسمعته يقول سمعت رسول الله صلي الله عليه وسلم يقول ان فصلا بين صيامنا وصيام اهل الكتاب اكلة السحر ,18,925,JK000916,0571IbnCasakir.TarikhDimashq,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,19425,JK000916-ara1.mARkdown,اناة منه وصحبت زيادا فما رايت احدا اكرم جليسا منه ولا اخصب رفيقا منه وصحبت المغيرة بن شعبة فلو ان مدينة لها ابواب لا يخرج من كل باب منها الا بالمكر لخرج من ابوابها كلها اخبرنا ابو القاسم بن السمرقندي انبانا عمر بن عبيد الله بن عمر انبانا ابو القاسم عبد الواحد بن محمد بن عثمان بن ابراهيم بن ,1,292,JK000916,0571IbnCasakir.TarikhDimashq,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,19424,JK000916-ara1.mARkdown,محمد بن عباد عن ابن عيينة عن عبد الملك بن عمير عن قبيصة قال الا اخبركم عن من صحبت عمر بن الخطاب فما رايت احدا افقه في كتاب الله ولا احسن مدارسة منه وصحبت طلحة بن عبيد الله فما رايت احدا اعطي لجزيل مال عن غير مسالة منه وصحبت عمرو بن العاص فما رايت احدا انصع ظرفا او ابين ظرفا منه وصحبت معاوية فما رايت احدا اكثر حلما منه ولا ابعد ,1158,1487,JK000916,0571IbnCasakir.TarikhDimashq,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,7057,JK000916-ara1.mARkdown,الطبري انا ابو الحسين الفضل انا عبد الله بن جعفر نا يعقوب نا ابو بكر الحميدي نا سفيان نا مخلد عن الشعبي قال سمعت قبيصة بن جابر يقول صحبت عمر بن الخطاب فما رايت رجلا اقرا لكتاب الله ولا افقه في دين الله منه ولا احسن مدارسة منه وصحبت طلحة بن عبيد الله فما رايت رجلا اعطي الجزيل من مال الله عن غير مسالة منه قال سفيان وكان يسمي الفياض قال وصحبت معاوية بن ابي سفيان فما رايت رجلا اثقل حلما ولا ابطا جهلا ولا ابعد اناة منه وصحبت عمرو بن العاص فما رايت رجلا انصع طرفا او قال ابين طرفا ولا احلم جليسا منه فما رايت رجلا اخصب تادبا ولا اكرم جليسا ولا اشبه سريرة بعلانية منه وسحبت ,900,1471,JK000916,0571IbnCasakir.TarikhDimashq,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,18144,JK000916-ara1.mARkdown,محمد بن سلام الجمحي قال كان عمر بن الخطاب اذا راي الرجل يتلجلج في كلامه قال خالق هذا وخالق عمرو بن العاص واحد اخبرنا ابو القاسم بن السمرقندي انا ابو بكر الطبري انا ابو الحسين القطان انا عبدالله نا يعقوب نا ابو بكر الحميدي نا سفيان عن مجالد عن الشعبي قال سمعت قبيصة بن جابر يقول صحبت عمرو بن العاص فما رايت رجلا انصع او قال ابين طرفا ولا احلم جليسا منه ,1059,1411,JK000916,0571IbnCasakir.TarikhDimashq,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,1511,Shamela0010906-ara1.mARkdown,محمد بن سلام الجمحي كان عمر اذا راي من يتلجلج في كلامه قال هذا خالقه خالق عمرو بن العاص مجالد عن الشعبي عن قبيصة بن جابر صحبت عمر فما رايت اقرا لكتاب الله منه ولا افقه ولا احسن مداراة منه وصحبت طلحة فما رايت اعطي لجزيل من غير مسالة منه وصحبت معاوية فما رايت احلم منه وصحبت عمرو بن العاص فما رايت رجلا ابين او قال انصع طرفا منه ولا اكرم جليسا منه وصحبت المغيرة فلو ان مدينة لها ثمانية ابواب لا يخرج من باب منها الا بمكر لخرج من ابوابها كلها موسي بن علي حدثنا ابي حدثني ابو قيس مولي عمرو بن العاص ان عمرا كان يسرد الصوم وقلما كان يصيب من العشاء اول الليل وسمعته يقول سمعت رسول الله صلي الله عليه وسلم يقول ان فصلا بين صيامنا وصيام اهل الكتاب اكلة السحر ابن عيينة حدثنا عمرو اخبرني مولي لعمرو بن العاص ان عمرا ادخل في تعريش الوهط بستان بالطاءف الف الف عود كل عود بدرهم وقال ابن عيينة قال عمرو بن العاص ,263,1062,Shamela0010906,0748Dhahabi.SiyarAclamNubala,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,1254,Shamela0035100-ara1.mARkdown,اخا معاوية من الرضاعة وقد وفد عليه وكان كاتب سعيد بن العاص بالكوفة وكان يعد من الفصحاء وقال ابن سعد كان ثقة له احاديث وروي محمد بن عباد عن ابن عيينة عن عبد الملك بن عمير عن قبيصة قال الا اخبركم عمن صحبت صحبت عمر رضي الله عنه فما رايت احدا افقه في كتاب الله منه ولا احسن مدارسة منه وصحبت طلحة بن عبيد الله فما رايت احدا اعطي لجزيل منه عن غير مسالة وصحبت عمرو بن العاص فما رايت احدا انصع ظرفا منه او قال اتم ظرفا منه وصحبت معاوية فما رايت احدا اكثر حلما ولا ابعد اناة منه وصحبت زيادا فما رايت اكرم جليسا منه وصحبت المغيرة بن شعبة فلو ان مدينة لها ابواب لا يخرج من كل باب منها الا بالمكر لخرج من ابوابها كلها قال ,798,1408,Shamela0035100,0748Dhahabi.TarikhIslam,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,1046,Shamela0035100-ara1.mARkdown,محمد بن سلام الجمحي ان عمر بن الخطاب كان اذا راي رجلا يتلجلج في كلامه قال خالق هذا وخالق عمرو بن العاص واحد وقال مجالد عن الشعبي عن قبيصة بن جابر قال صحبت عمر فما رايت رجلا اقرا لكتاب الله منه ولا افقه في دين الله منه ولا احسن مداراة منه وصحبت طلحة بن عبيد الله فما رايت رجلا اعطي لجزيل منه من غير مسالة وصحبت معاوية فما رايت احلم منه وصحبت عمرو بن العاص فما رايت رجلا ابين او قال انصع طرفا منه ولا اكرم جليسا ولا اشبه سريرة بعلانية منه وصحبت المغيرة بن شعبة فلو ان مدينة لها ثمانية ابواب لا يخرج من باب منها الا بمكر لخرج من ابوابها كلها وقال موسي بن علي بن رباح قال حدثنا ابي قال حدثنا ابو قيس مولي عمرو بن العاص ان عمرا كان يسرد الصوم وقلما كان يصيب من العشاء اول الليل اكثر مما كان ياكل من السحر وقال عمرو بن دينار وقع بين المغيرة بن شعبة وبين عمرو بن العاص كلام فسبه المغيرة فقال عمرو يا لهصيص ايسبني ابن شعبة فقال عبد الله ابنه انا لله دعوت بدعوي القباءل وقد نهي عنها فاعتق ثلاثين رقبة وقال عمرو بن دينار اخبرني مولي لعمرو بن العاص ان عمرا ادخل في تعريش الوهط وهو بستان له بالطاءف الف الف عود كل عود بدرهم وقال يزيد بن ابي حبيب حدثني عبد الرحمن بن شماسة قال لما حضرت عمرو بن العاص ,12,1099,Shamela0035100,0748Dhahabi.TarikhIslam,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,2824,SHAM19Y23644-ara1,وقال قبيصة بن جابر الاسدي صحبت عمر بن الخطاب رضي الله عنه فما رايت رجلا افقه ولا احسن مدارسة منه وصحبت طلحة بن عبيد الله فما رايت رجلا اعطي الجزيل من غير مسالة مثله وصحبت معاوية فما رايت رجلا اثقل حلما ولا ابعد اناة منه وصحبت زيادا فما رايت رجلا اشبه سريرة بعلانية منه ولو ان المغيرة بن شعبة جعل في مدينة لا يخرج من ابوابها كلها الا بالغدر لخرج منها ذكر اولاده كان له من الولد عبد ,427,808,SHAM19Y23644,0654SibtIbnJawzi.MiratZaman,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,242,Shamela0012403-ara1.completed,صالح يعني ابن حي قال قال الشعبي من سره ان ياخذ بالوثيقة من القضاء فلياخذ بقضاء عمر فانه كان يستشير حدثنا ابو بكر الحميدي حدثنا سفيان قال حدثنا مجالد بن سعيد عن الشعبي قال سمعت قبيصة بن جابر يقول صحبت عمر بن الخطاب فما رايت رجلا اقرا لكتاب الله ولا افقه في دين الله ولا احسن لدارسه منه وصحبت طلحة بن عبيد الله فما رايت رجلا اعطي لجزيل مال عن ,1051,1392,Shamela0012403,0277IbnSufyanFasawi.MacrifaWaTarikh,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,243,Shamela0012403-ara1.completed,قال وصحت معاوية بن ابي سفيان فما رايت رجلا اثقل حلما ولا ابطا جهلا ولا ابعده اناة منه وصحبت عمرو بن العاص فما رايت رجلا انصع او قال ابين طرفا ولا احلم جليسا منه وصحبت زيادا فما رايت رجلا اخصب رفيقا ولا اكرم جليسا ولا اشبه سريرة بعلانية منه وصحبت المغيرة بن شعبة فلو ان مدينة لها ثمانية ابواب لا يخرج من باب منها الا بمكر لخرج من ابوابها كلها قال ابو بكر وسمعت سفيان يسال عن حديث عبد الملك هذا اسمعته عن عبد الملك قال لم اسمعه كله ثم سمعت سفيان يحدث عن عبد الملك عن قبيصة بن ,595,1069,Shamela0012403,0277IbnSufyanFasawi.MacrifaWaTarikh,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,2724,JK000134-ara1.mARkdown,اخو معاوية من الرضاعة وقال العجلي كان يعد من الفصحاء وقال بن خراش جليل من نبلاء التابعين احاديثه عن بن مسعود صحاح وقال يعقوب بن سفيان شهد مع علي الجمل وقال بن المديني عن بن عيينة اختاره اهل الكوفة وافدا الي عثمان وقال عبد الملك بن عمير عن قبيصة بن جابر الا اخبركم بمن صحبت صحبت عمر فما رايت افقه في كتاب الله تعالي منه وصحبت طلحة فما رايت احدا اعطي للجزيل منه وصحبت عمرو بن العاص فما رايت اتم ظرفا منه وصحبت معاوية فما رايت اكثر حلما منه وصحبت زيادا فما رايت اكرم جليسا منه وصحبت المغيرة فلو ان مدينة لها ابواب لا يخرج من كل باب منها الا بالمكر لخرج من ابوابها كلها قال قيس بن الربيع مات قبل ,765,1357,JK000134,0852IbnHajarCasqalani.TahdhibTahdhib,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,48,JK001330-ara1.mARkdown,هذا وخالق عمرو بن العاص واحد وقال مجالد عن الشعبي عن قبيصة عن جابر قال صحبت عمر بن الخطاب فما رايت اقرا لكتاب الله منه ولا افقه في دين الله منه ولا احسن مداراة منه وصحبت طلحة بن عبيد الله فما رايت رجلا اعطي للجزيل منه من غير مسءلة وصحبت معاوية فما رايت رجلا احلم منه وصحبت عمرو بن العاص فما رايت رجلا ابين او قال انصع ظرفا منه ولا اكرم جليسا ولا اشبه سريرة بعلانية منه وصحبت المغيرة بن شعبة فلو ان مدينة لها ثمانية ابواب لا يخرج من باب منها الا بمكر لخرج من ابوابها كلها وقال موسي بن علي بن رباح حدثنا انا ابي حدثنا ابو قيس مولي عمرو بن العاص ان عمرا كان يسرد الصوم وقلما كان يصيب من العشاء اول الليل اكثر ما كان ياكل في السحر وقال عمرو بن دينار وقع بين المغيرة بن شعبة وبين عمرو بن العاص ,1,690,JK001330,0874IbnTaghribirdi.NujumZahira,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,1269,Shamela0000956-ara1.completed,الخطاب فما رايت احدا افقه في دين الله تعالي ولا احسن مدارسة منه وصحبت طلحة بن عبيد الله فما رايت احدا اعطي للجزيل في غير مسالة منه وصحبت عمرو بن العاص فما رايت احدا انصع ظرفا او ابين ظرفا منه وصحبت معاوية فما رايت احدا اكثر حلما منه ولا اكرم ولا ابعد اناة منه وصحبت زياد فما رايت احدا احلم ولا اكرم جليسا منه ولا اخصب رفيقا منه وصحبت المغيرة بن شعبة فلو ان مدينة لها ابواب لا يخرج من كل باب منها الا بالمكر لخرج منها كلها قبيصة بن ضبيعة عن حذيفة روي منصور عن سالم بن ابي الجعد قال عمر بن عبد الوهاب نا معتمر بن سليمان عن ابيه عن منصور عن سالم عن قبيصة بن ,8,563,Shamela0000956,0256Bukhari.TarikhKabir,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,2288,Shamela0009783BK1-ara1.mARkdown,الحصر يعني ابن الزبير حدثني عبد الله قال حدثني ابي قال حدثني سليمان قال حدثني عبد الله عن سفيان بن عيينة عن مجالد عن الشعبي عن قبيصة بن جابر الاسدي قال الا اخبركم من صحبت صحبت عمر بن الخطاب فما رايت رجلا افقه فقها ولا احسن مدارسة منه ثم صحبت طلحة بن عبيد الله فما رايت رجلا اعطي للجزيل من غير مسالة منه ثم صحبت معاوية فما رايت رجلا احب رفيقا ولا اشبه سريرة بعلانية منه ولو ان المغيرة جعل في مدينة لا يخرج من ابوابها كلها الا بالغدر لخرج منها ,704,1146,Shamela0009783BK1,0310Tabari.Tarikh,,
0874IbnTaghribirdi.NujumZahira.JK001330-ara1.1,8590075893,29,5254,Shamela0003722-ara1.completed,وقال مجالد عن الشعبي عن قبيصة بن جابر صحبت عمرو ابن العاص فما رايت رجلا ابين او قال انصع رايا ولا اكرم جليسا ولا اشبه سريرة بعلانية منه وقال محمد بن سلام الجمحي كان عمر بن الخطاب اذا راي الرجل يتلجلج في كلامه قال خالق هذا وخالق عمرو بن العاص واحد يعني انه تعالي خالق الاضداد وقال موسي بن علي بن رباح عن ابيه سمعت عمرو بن العاص يقول لا امل ثوبي ما وسعني ولا امل زوجتي ما احسنت عشرتي ولا امل دابتي ما حملتني ان الملال من سء الاخلاق وقال محمد بن الحارث عن المداءني قال عمرو بن العاص ,78,558,Shamela0003722,0742Mizzi.TahdhibKamal,,
