result_id,cluster,size,seq,series,text,begin,end,id,book,Jawwani
0626YaqutHamawi.MucjamBuldan.Shamela0023735-ara1.1,34359867301,3,771,Shamela0011566-ara1.completed,وعم مع الغلاء وباء شديد فاقام ذلك سبع سنين والنيل يمد وينزل فلا يجد من يزرع وشمل الخوف من العسكرية وفساد العبيد فانقطعت الطرقات برا وبحرا الا بالخفارة الكثيرة مع ركوب الغرر ونزا المارقون بعضهم علي بعض واستولي الجوع لعدم القوت وصار الحال الي ان بيع رغيف من الخبز الذي وزنه رطل بزقاق القناديل كبيع الطرف في النداء باربعة عشر درهما وبيع اردب من القمح بثمانين دينارا ثم عدم ذلك واكلت الكلاب والقطاط ثم تزايد الحال حتي اكل الناس بعضهم بعضا وكان بمصر طواءف من اهل الفساد قد سكنوا بيوتا قصيرة السقوف قريبة ممن ,413,916,Shamela0011566,0845Maqrizi.Mawaciz,?
0626YaqutHamawi.MucjamBuldan.Shamela0023735-ara1.1,42949702180,3,1955,Shamela0012317-ara1.completed,الفسنجاني بكسر الفاء والسين المهملة وسكون النون وفتح الجيم وفي اخرها النون بعد الالف هذه النسبة الي فسنجان وهي بليدة من ناحية فارس والمنتسب اليها ابو الفضل حماد بن مدرك بن حماد الفسنجاني حدث بشيراز عن ابي عمر الحوضي ومحمد بن كثير العبدي وعمرو بن مرزوق الباهلي وجماعة روي عنه محمد بن بدر الحمامي ومنصور ابن محمد بن منصور الاصبهاني وذكر ابو الشيخ انه مات سنة احدي وثلاثماءة ذكره ابو عبد الله محمد بن عبد العزيز الشيرازي في تاريخ شيراز فقال ابو الفضل حماد بن مدرك بن حماد الفسنجاني قرية بسكان روي عنه جماعة من اهل شيراز مات يوم السبت في جمادي الاخرة سنة احدي وثلاثماءة ,775,1341,Shamela0012317,0562Samcani.Ansab,
0626YaqutHamawi.MucjamBuldan.Shamela0023735-ara1.1,42949702180,3,2393,Shamela0023735-ara1.mARkdown,فسنجان بكسرتين ثم النون الساكنة والجيم واخره نون اخري بلدة من نواحي فارس ينسب اليها ابو الفضل حماد بن مدرك بن حماد الفسنجاني حدث عن ابي عمر الحوضي وغيره روي عنه محمد بن بدر الحمامي توفي ,1132,1318,Shamela0023735,0626YaqutHamawi.MucjamBuldan,
0626YaqutHamawi.MucjamBuldan.Shamela0023735-ara1.1,42949702180,3,768,Shamela0005793-ara1.mARkdown,الفسنجاني بكسر الفاء والسين وسكون النون وفتح الجيم وفي اخرها النون هذه النسبة الي فسنجان وهي بليدة من ناحية فارس ينسب اليها ابو الفضل حماد بن مدرك بن حماد الفسنجاني حدث عن ابي عمر الحوضي وغيره روي عنه محمد بن بدر الحمامي توفي في جمادي الاخرة سنة احدي وثلاثماءة ,106,367,Shamela0005793,0630IbnAthirCizzDin.LubabFiTahdhibAnsab,
0626YaqutHamawi.MucjamBuldan.Shamela0023735-ara1.1,94489307804,6,8882,Kraken210630005153-ara1,صلاح الدين مسيره الي مصر فانه كان قد بعد عهده بها بعد ان استقر له ملك الشام ولما وصل الي مصر في هذه السنة امر ببناء السور الداءر علي مصر والقاهرة والقلعة التي علي الجبل المقطم ودور ذلك تسعة وعشرون الف ذراع بالهاشمي ولم يزل العمل فيه الي ان مات صلاح الدين وفيها امر صلاح الدين ببناء المدرسة التي علي قبر الامام الشافعي ,1303,1621,Kraken210630005153,0749IbnFadlAllahCumari.MasalikAbsar,
0626YaqutHamawi.MucjamBuldan.Shamela0023735-ara1.1,94489307804,6,2393,Shamela0023735-ara1.mARkdown,قدم صلاح الدين يوسف بن ايوب من الشام بعد تملكه عليها الي مصر وامر ببناء سور علي الفسطاط والقاهرة والقلعة التي علي جبل المقطم فذرع دوره فكان تسعة وعشرين الف ذراع وثلاثماءة ذراع بالذراع الهاشمي ولم يزل العمل فيه الي ان مات صلاح الدين فبلغ دوره علي هذا ,757,1007,Shamela0023735,0626YaqutHamawi.MucjamBuldan,
0626YaqutHamawi.MucjamBuldan.Shamela0023735-ara1.1,94489307804,6,666,Shamela0012715-ara1.mARkdown,الي مصر في هذه السنة امر ببناء السور الداءر علي مصر والقاهرة والقلعة التي علي جبل المقطم ودور ذلك تسعة وعشرون الف ذراع وثلاث ماءة ذراع بالذراع الهاشمي ولم يزل العمل فيه الي ان مات صلاح الدين وفي هذه السنة امر صلاح الدين ببناء المدرسة التي علي الشافعي بالقرافة بمصر وعمل بالقاهرة مرستان ,1274,1560,Shamela0012715,0732AbuFida.MukhtasarFiAkhbar,
0626YaqutHamawi.MucjamBuldan.Shamela0023735-ara1.1,94489307804,6,4084,JK000911-ara1.mARkdown,الي مصر وامر ببناء سور علي مصر والقاهرة التي علي جبل المقطم دوره تسعة وعشرين الف ذراع وثلثماءة ذراع بالذراع الهاشمي ولم يزل العمل فيه الي ان مات صلاح الدين ,1170,1326,JK000911,0630IbnAthirCizzDin.Kamil,
0626YaqutHamawi.MucjamBuldan.Shamela0023735-ara1.1,94489307804,6,491,Shamela0011484-ara1,قدم صلاح الدين يوسف بن ايوب الي مصر امر ببناء سور علي القاهرة والفسطاط والقلعة التي علي جبل المقطم فذرع دوره فكان تسعة وعشرين الف ذراع وثلاثماءة ذراع بالذراع الهاشمي ولم يزل العمل فيه الي ان مات فدوره علي هذا ,1347,1556,Shamela0011484,0739SafiDinHanbali.Marasid,
0626YaqutHamawi.MucjamBuldan.Shamela0023735-ara1.1,1.54619E+11,3,2393,Shamela0023735-ara1.mARkdown,علي دثور الخطط انني سمعت الامير تاييد الدولة تميم بن محمد المعروف بالصمصام يقول حدثني القاضي ابو الحسن علي بن الحسين الخلعي يقول عن القاضي ابي عبد الله القضاعي انه قال كان في مصر من المساجد ستة وثلاثون الف مسجد وثمانية الاف شارع مسلوك والف وماءة وسبعون حماما ,490,749,Shamela0023735,0626YaqutHamawi.MucjamBuldan,x
0626YaqutHamawi.MucjamBuldan.Shamela0023735-ara1.1,1.54619E+11,3,32,JK001330-ara1.mARkdown,الشريف النسابة الثقة محمد بن اسعد الجواني في كتابه المسمي بالنقط لمعجم ما اشكل من الخطط سمعت الامير تاييد الدولة تميم بن محمد المعروف بالصمصام يقول في سنة تسع وثلاثين وخمسماءة حدثني القاضي ابو الحسن علي بن الحسين الخلعي عن القاضي القضاعي ابي عبد الله انه قال كان في مصر من المساجد ستة وثلاثون الف مسجد وثمانية الاف شارع مسلوك والف وماءة وسبعون حماما وان ابا الحسن ابن حمزة الحسني ذكر انه عرض له دخول حمام سالم الذي عند درب سالم في اول القرافة يعني حمام جنادة بن عيسي المعافري الذي عند مصبغة الحفارين المعروفة بفسقية ابن طولون قلت وفسقية ابن طولون هي عند المقبرة الكبيرة علي يسرة المتوجه الي القرافة بالقرب من قبر القاضي بكار اه قال وانه ما وصل اليه الا بعد عناء من الزحام وانه كانت قبالة الحمام في كل يوم جمعة خمسماءة درهم ,876,1599,JK001330,0874IbnTaghribirdi.NujumZahira,x
0626YaqutHamawi.MucjamBuldan.Shamela0023735-ara1.1,1.54619E+11,3,754,Shamela0011566-ara1.completed,الشريف ابو عبد الله محمد بن اسعد الجواني النسابة في كتاب النقط علي الخطط سمعت الامير تاييد الدولة تميم بن محمد المعروف بالضمضام يقول في سنة تسع وثلاثين وخمسماءة وحدثني القاضي ابو الحسين علي بن الحسين الخلعي عن القاضي ابي عبد الله القضاعي قال كان في مصر الفسطاط من المساجد ستة وثلاثون الف مسجد وثمانية الاف شارع مسلوك والف وماءة وسبعون حماما وان حمام جنادة في القرافة ما كان يتوصل اليها الا بعد عناء من الزحام وان قبالتها في كل يوم جمعة خمسماءة درهم ,691,1140,Shamela0011566,0845Maqrizi.Mawaciz,x
