id1,first1,uid1,bw1,ew1,b1,e1,len1,tok1,s1,seq1,gid1,id2,first2,uid2,bw2,ew2,b2,e2,len2,tok2,s2,seq2,gid2,matches,score,ch_match,align_len,matches_percent,w_match,series_b1,series_b2,id,book,date
Shamela0011566-ara1.completed.ms0427,False,-9061577125727286246,0,106,1,530,1547,300,الله عليه وسلم الي تبوك اتاه تحية بن روبة صاحب ايلة فصالحه---------------------------- واعطاه الجزية واتاه اهل جرباء واذرح فاعطوه الجزية وكتب له-----------------------------م كتابا فهو عندهم وكتب لتحية بن روب----------ة بسم الله الرحمن الرحيم هذا امنة من الله ومحمد النبي رسو----له لتحية بن روبة واهل ايلة اساقفهم وساءر-هم في البر والبحر لهم ذمة الله و-ذمة النبي ومن كان معهم من اهل الشام واهل اليمن واهل البحر فمن احدث منهم حدثا فانه لا يحول ماله دون نفسه وانه طيب لمن اخذه من الناس وانه لا يحل ان يمنعوا ما- يريدونه ولا طريقا يريدونه من بر او بحر ---------------------------------------هذا كتاب جهيم بن الصلت وشرحبيل بن حسنة باذن رسول الله,427,-3654492682322209607,Shamela0004445-ara1.completed.ms2078,True,4134255318649898144,6,136,32,670,1499,300,الله عليه وسلم الي تبوك اتاه يحنة بن رءبة صاحب ايلة فصالح رسول الله صلي الله عليه وسلم واعطاه الجزية واتاه اهل جرباء واذرح فاعطوه الجزية وكتب لهم رسول الله صلي الله عليه وسلم كتابا فهو عندهم فكتب ليحنة بن رءبة واهل ايلة بسم الله الرحمن الرحيم هذه امنة من الله ومحمد النبي رسول الله ليحنة بن رءبة واهل ايلة سفن--هم وسيارتهم في البر والبحر لهم ذمة الله ومحمد النبي ومن كان معهم من اهل الشام واهل اليمن واهل البحر فمن احدث منهم حدثا فانه لا يحول ماله دون نفسه وانه طيب لمن اخذه من الناس وانه لا يحل ان يمنعوه ماء يرد-ونه ولا طريقا يرد-ونه من بر او بحر زاد يونس بن بكير عن ابن اسحاق بعد هذا وهذا كتاب جهيم بن الصلت وشرحبيل بن حسنة باذن رسول الله,2078,-7266244383407263105,503,903.5,397,642,78.34890747070312,88,Shamela0011566-ara1.completed,Shamela0004445-ara1.completed,Shamela0004445,0774IbnKathir.Bidaya,774
Shamela0011566-ara1.completed.ms0427,True,-9061577125727286246,0,45,1,236,1547,300,الله عليه وسلم الي تبوك اتاه تحية بن روبة صاحب ايلة فصالحه واعطاه الجزية واتاه اهل جرباء واذرح فاعطوه الجزية وكتب له------------------------------م كتابا فهو عندهم وكتب لتحية بن روبة بسم الله الرحمن الرحيم هذا امنة من الله ومحمد النبي رسو----له لتحية بن روبة واهل ايلة,427,-3654492682322209607,Shamela0005756-ara1.completed.ms09373,False,1558917139131557496,34,76,179,393,1552,300,الله عليه وسلم الي تبوك اتاه بحنة بن روبة صاحب ايلة فصالحه واعطاه الجز------------------------------------ية وكتب اليه رسول الله صلي الله عليه وسلم كتابا فهو عندهم------------------- بسم الله الرحمن الرحيم هذه امنة من الله ومحمد النبي رسول الله لبحنة بن روبة واهل ايلة,9373,7112032055995250684,173,300.0,138,269,64.31227111816406,29,Shamela0011566-ara1.completed,Shamela0005756-ara1.completed,Shamela0005756,0855BadrDinCayni.CumdatQari,855
Shamela0011566-ara1.completed.ms0427,False,-9061577125727286246,9,110,43,549,1547,300,صاحب ايلة فصالحه-------------------------------- واعطاه الجزية واتاه اهل جرباء واذرح فاعطوه الجزية وكتب له-------------------------م كتابا فهو عندهم وكتب لتحية بن روبة بسم الله الرحمن الرحيم هذا امنة من الله و---محمد النبي رسوله لتحية بن رو------------بة واهل ايلة اساقفهم وساءرهم في البر والبحر لهم--- ذمة الله وذمة----- النبي -------------------ومن كان معهم من اهل الشام واهل اليمن واهل البحر فمن احدث منهم حدث-ا فانه لا يحول ماله دون نفسه وانه طيب ل------من اخذه من الناس وانه لا يحل ان يمنعوا ما- يريدونه ولا طريقا يريدونه من بر او بحر هذا كتاب جهيم بن الصلت وشرحبيل بن حسنة باذن رسول الله صلي الله عليه وسلم,427,-3654492682322209607,Shamela0005816-ara1.completed.ms0182,True,8689709738135614933,98,213,470,1039,1467,300,صاحب ايلة وصالح علي رسول الله صلي الله عليه وسلم واعطاه الجزية واتاه---- جرباء واذرح فاعطوا الجزية وكتب رسول الله صلي الله عليه وسلم كتابا وهو عندهم فكتب ليحنة بن رءبة بسم الله الرحمن الرحيم هذه امنة من الله ومن محمد النبي صلي الله عليه وسلم يحنة بن رءبة واهل بلده وسيارته-------- في البر والبحر فهم في ذمة الله وذمة محمد النبي صلي الله عليه وسلم ومن كان معهم من اهل الشام واهل اليمن واهل البحر فمن احدث منهم حدثنا فانه لا يحول ماله دون نفسه وانه طيب للناس ممن اخذه--------- وانه لا يحل ان يمنعوا ماء يرد-ونه ولا طريقا يريدونه من بر --وبحر وكت----ب جهيم بن ا----------------لصلت بامر رسول الله صلي الله عليه وسلم,182,-5811042859055480585,413,672.0,324,613,67.37357330322266,67,Shamela0011566-ara1.completed,Shamela0005816-ara1.completed,Shamela0005816,0354IbnHibbanBusti.Thiqat,354
Shamela0011566-ara1.completed.ms0427,True,-9061577125727286246,0,110,1,549,1547,300,الله عليه وسلم الي تبوك اتاه تحية بن روبة صاحب ايلة فصالحه---------------------------- واعطاه الجزية واتاه اهل جرباء واذرح فاعطوه الجزية وكتب -----------------------------لهم كتابا فهو ع-----------------------ندهم وكتب لتحية بن روبة بسم الله الرحمن الرحيم هذا امنة من الله ومحمد النبي رسو----له لتحية -بن روبة واهل ايلة اساقفهم وساءر-هم في البر والبحر لهم ذمة الله وذمة ال-----نبي ومن كان معهم من اهل الشام واهل اليمن واهل البحر فمن احدث منهم حدثا فانه لا يحول ماله دون نفسه وانه طيب لمن اخذه من الناس وانه لا يحل ان يمنعوا ما- يريدونه ولا طريقا يريدونه من بر او بحر هذا كتاب جهيم بن الصلت وشرحبيل بن حسنة باذن رسول الله صلي الله عليه وسلم,427,-3654492682322209607,Shamela0006864-ara1.ms1656,False,-8900978901331887713,10,132,49,654,1475,300,الله عليه وسلم الي تبوك اتاه يحنة بن رءبة صاحب ايلة فصالح رسول الله صلي الله عليه وسلم واعطاه الجزية واتاه اهل جرباء واذرح فاعطوه الجزية فكتب رسول الله صلي الله عليه وسلم لهم كتابا فهو عندهم كتاب الرسول لصاحب ايلة فكتب ليحنة بن رءبة بسم الله الرحمن الرحيم هذه امنة من الله ومحمد النبي رسول الله ليحنة ابن رءبة واهل ايلة سفن--هم وسيارتهم في البر والبحر لهم ذمة الله وذمة محمد النبي ومن كان معهم من اهل الشام واهل اليمن واهل البحر فمن احدث منهم حدثا فانه لا يحول ماله دون نفسه وانه طيب لمن اخذه من الناس وانه لا يحل ان يمنعوا ماء يرد-ونه ولا طريقا يريدونه من بر او بحر اكيدر ثم ا--------------------------------ن رسول الله صلي الله عليه وسلم,1656,1614569197682299704,479,849.0,376,640,74.84375,82,Shamela0011566-ara1.completed,Shamela0006864-ara1,Shamela0006864,0581AbuQasimSuhayli.RawdUnuf,581
Shamela0011566-ara1.completed.ms0427,False,-9061577125727286246,0,110,1,549,1547,300,الله عليه وسلم الي تبوك اتاه تحية بن روبة صاحب ايلة فصالحه---------------------------- واعطاه الجزية واتاه اهل جرباء واذرح فاعطوه الجزية وكتب له-----------------------------م كتابا فهو عندهم وكتب لتحية بن روبة بسم الله الرحمن الرحيم هذا امنة من الله ومحمد النبي رسو----له لتحية بن روبة واهل ايلة اساقفهم وساءر-هم في البر والبحر لهم ذمة الله و-ذمة النبي ومن كان معهم من اهل الشام واهل اليمن واهل البحر فمن احدث منهم حدثا فانه لا يحول ماله دون نفسه وانه طيب- لمن اخذه من الناس وانه لا يحل ان يمنعوا ما- يريدونه ولا طريقا يريدونه من بر او بحر هذا كتاب جهيم بن الصلت وشرحبيل بن حسنة ب------اذن رسول الله صلي الله عليه وسلم,427,-3654492682322209607,Shamela0009770-ara1.completed.ms0541,True,9110390365446871701,62,178,300,871,1470,300,الله عليه وسلم الي تبوك اتاه يحنة بن رءبة صاحب ايلة فصالح رسول الله صلي الله عليه وسلم واعط-ي الجزية واتاه اهل جرباء واذرح فاعطوا الجزية وكتب لهم رسول الله صلي الله عليه وسلم كتابا فهو عندهم فكتب ليحنة بن رءبة بسم الله الرحمن الرحيم هذه امنة من الله ومحمد النبي رسول الله ليحنة بن رءبة واهل ايلة سفن--هم وسيارتهم في البر والبحر لهم ذمة الله ومحمد النبي ومن كان منهم من اهل الشام واهل اليمن واهل البحر فمن احدث منهم حدثا فانه لا يحول ماله دون نفسه وانه طيبة لمن اخذه من الناس وانه لا يحل ان يمنعوا ماء يرد-ونه ولا طريقا يرد-ونه من بر او------------------------------------------- بحر ثم دعا رسول الله صلي الله عليه وسلم,541,-8763799334870536406,473,843.5,372,619,76.41356658935547,79,Shamela0011566-ara1.completed,Shamela0009770-ara1.completed,Shamela0009770,0634AbuRabicHimyari.Iktifa,634
Shamela0011566-ara1.completed.ms0427,True,-9061577125727286246,0,65,1,339,1547,300,الله عليه وسلم الي تبوك-------------------- اتاه تحية بن روبة صاحب ايلة فصالحه واعطاه الجزية واتاه اهل جرباء واذرح فاعطوه----- الجزية وكتب لهم كتابا فهو عنده----م وكتب لتحية بن روب-------------------------ة بسم الله الرحمن الرحيم هذا امنة من الله ومحمد النبي رسو----له لتحية بن روبة واهل ايلة اساقفهم وساءر-هم في البر والبحر لهم ذمة الله و-ذمة النبي ومن كان معهم من اهل الشام واهل اليمن واهل البحر,427,-3654492682322209607,Shamela0009780-ara1.ms0755,False,-792607099618277239,221,289,1086,1432,1497,300,الله عليه وسلم الي تبوك وهي ادني بلاد الروم اتاه يحنة بن روبه و------------------------------------اهل جربا- واذرح فصالحهم علي الجزية--------- كتابه صلي الله عليه وسلم ليحنة بن روبة في صلحه وذمته وكتب ليحنة بسم الله الرحمن الرحيم هذا امنة من الله ومحمد النبي رسول الله ليحنة بن روبه واهل ايلة سفن--هم وسيارتهم في البر والبحر لهم ذمة الله ومحمد النبي ومن كان معهم من اهل الشام و----اليمن واهل البحر,755,-1972771646349110689,255,376.0,199,398,64.07035064697266,39,Shamela0011566-ara1.completed,Shamela0009780-ara1,Shamela0009780,0893IbnAbiBakrHadari.BahjatMahafil,893
Shamela0011566-ara1.completed.ms0427,True,-9061577125727286246,59,110,307,549,1547,300,اه------------ل الشام واهل اليمن واهل البحر فمن احدث منهم حدثا فانه لا يحول ماله دون نفسه وانه طيب لمن اخذه من الناس وانه لا يحل ان يمنعوا ما- يريدونه ولا طريقا يريدونه من بر او بحر هذا كتاب جهيم--------------------- بن الصلت وشرحبيل بن حسنة باذن-------------- رسول الله صلي الله عليه وسلم,427,-3654492682322209607,Shamela0009780-ara1.ms0757,False,-5747449043573830881,71,128,388,661,1540,300,اخر الحجاز واول الشام ومحمد---------------- فمن احدث منهم حدثا فانه لا يحول ماله دون نفسه فانه طيب لمن اخذه من الناس وانه لا يحل ان يمنعوا ماء يرد-ونه ولا طريقا يريدونه من بر او بحر خبر ارساله صلي الله عليه وسلم خالد بن الوليد الي اكيدر صاحب دومة الجندل ثم بعث رسول الله صلي الله عليه وسلم,757,-1972771646349110689,185,292.0,140,290,63.7931022644043,35,Shamela0011566-ara1.completed,Shamela0009780-ara1,Shamela0009780,0893IbnAbiBakrHadari.BahjatMahafil,893
Shamela0011566-ara1.completed.ms0427,False,-9061577125727286246,13,110,67,549,1547,300,الجزية واتاه اهل جرباء واذرح فاعطوه الجزية وكتب لهم -----------------------------كتابا فهو عندهم وكتب لتحية بن روبة بسم الله الرحمن الرحيم هذا امنة من الله و---محمد النبي -------------رسوله لتحية بن روبة واهل ايلة اساقفهم وساءرهم في البر والبحر لهم ذم---ة الله و-ذمة----- النبي -------------------ومن كان معهم من اهل الشام واهل اليمن واهل البحر فمن احدث منهم حدثا فانه لا يحول ماله دون نفسه وانه طيب ل------من اخذه من الناس وانه لا يحل ان يمنعوا ما- يريدونه ولا طريقا يريدونه من بر او بحر هذا كتاب جهيم بن الصلت وشرحبيل بن حسنة باذن رسول الله صلي الله عليه وسلم,427,-3654492682322209607,Shamela0009898-ara1.ms190,True,-2563915091299331148,0,107,1,523,1463,300,الجزية واتاه اهل جرباء واذرح فاعطوه الجزية وكتب رسول الله صلي الله عليه وسلم لكل كتابا وهو عندهم فكتب ليحنة بن رءبة بسم الله الرحمن الرحيم هذه امنة من الله ومن محمد النبي صلي الله عليه وسلم ليحنة بن رءبة واهل بلده وسيارته-------- في البر والبحر فهم في ذمة الله و ذمة محمد النبي صلي الله عليه وسلم ومن كان معهم من اهل الشام واهل اليمن واهل البحر فمن احدث منهم حدثا فانه لا يحول ماله دون نفسه وانه طيب للناس ممن اخذه--------- وانه لا يحل ان يمنعوا ماء يرد-ونه ولا طريقا يريدونه من بر --وبحر وكت----ب جهيم بن الصل----------------ب بامر رسول الله صلي الله عليه وسلم,190,-6921412807712291119,404,672.0,316,562,71.88612365722656,69,Shamela0011566-ara1.completed,Shamela0009898-ara1,Shamela0009898,0354IbnHibbanBusti.Sira,354
Shamela0011566-ara1.completed.ms0427,True,-9061577125727286246,0,60,1,311,1547,300,الله عليه وسلم الي تبوك اتاه تحية -بن روبة صاحب ايلة فصالحه---------------------------- واعطاه الجزية واتاه اهل جرباء واذرح فاعطوه الجزية وكتب لهم------------------------------- كتابا فهو عندهم وكتب لتحية بن روبة بسم الله الرحمن الرحيم هذا امنة من الله ومحمد النبي رسو----له لتحية بن روبة واهل ايلة اساقفهم وساءر-هم في البر والبحر لهم ذمة الله و-ذمة النبي ومن كان معهم من اهل,427,-3654492682322209607,Shamela0010283-ara1.mARkdown.ms3670,False,6569688855451451088,232,300,1154,1503,1503,300,الله عليه وسلم الي تبوك اتاه يحنة ابن رءبة صاحب ايلة فصالح رسول الله صلي الله عليه وسلم واعطاه الجزية واتاه اهل جرباء واذرح فاعطوه الجزية وكتب رسول الله صلي الله عليه وسلم ليحنة كتابا وهو------------------------- بسم الله الرحمن الرحيم هذه امنة من الله ومحمد النبي رسول الله ليحنة بن رءبة واهل ايلة سفن--هم وسيارتهم في البر والبحر لهم ذمة الله ومحمد النبي ومن كان معهم من اهل,3670,-166781166239542393,264,435.5,209,376,70.2127685546875,42,Shamela0011566-ara1.completed,Shamela0010283-ara1.mARkdown,Shamela0010283,0733Nuwayri.NihayatArab,733
Shamela0011566-ara1.completed.ms0427,True,-9061577125727286246,60,110,311,549,1547,300,الشام واهل اليمن واهل البحر فمن احدث منهم حدثا فانه لا يحول ماله دون نفسه وانه طيب لمن اخذه من الناس وانه لا يحل ان يمنعوا ما- يريدونه ولا طريقا يريدونه من بر او بحر هذا كتاب جهيم بن الصلت وشرحبيل بن حسنة باذن رسول الله صلي الله عليه وسلم,427,-3654492682322209607,Shamela0010283-ara1.mARkdown.ms3671,False,-5580230242684241196,0,43,1,204,1479,300,الشام واهل اليمن واهل البحر فمن احدث منهم حدثا فانه لا يحول ماله دون نفسه وانه طيب لمن اخذه من الناس وانه لا يحل ان يمنعوا ماء يرد-ونه ولا طريقا يريدونه من بر او بحر قال وكا-----------------------------------ن رسول الله صلي الله عليه وسلم,3671,-166781166239542393,196,367.0,153,239,82.00836944580078,39,Shamela0011566-ara1.completed,Shamela0010283-ara1.mARkdown,Shamela0010283,0733Nuwayri.NihayatArab,733
Shamela0011566-ara1.completed.ms0427,True,-9061577125727286246,0,30,1,158,1547,300,الله عليه وسلم الي تبوك اتاه تحية بن روبة صاحب ايلة فصالحه---------------------------- واعطاه الجزية واتاه اهل جرباء واذرح فاعطوه الجزية وكتب له-----------------------------م كتابا فهو عندهم وكتب لتحية بن روبة بسم,427,-3654492682322209607,Shamela0010906-ara1.mARkdown.ms0549,False,-6749600204485824231,248,290,1226,1439,1484,300,الله عليه وسلم الي تبوك اتاه يحنة بن رءبة صاحب ايلة فصالح رسول الله صلي الله عليه وسلم واعطاه الجزية واتاه اهل جرباء واذرح فاعطوه الجزية وكتب لهم رسول الله صلي الله عليه وسلم كتابا فهو عندهم وقال موسي- بن عقبة قال,549,-750648574121750056,141,238.0,111,214,65.88784790039061,22,Shamela0011566-ara1.completed,Shamela0010906-ara1.mARkdown,Shamela0010906,0748Dhahabi.SiyarAclamNubala,748
Shamela0011566-ara1.completed.ms0427,True,-9061577125727286246,29,110,154,549,1547,300,بسم الله الرحمن الرحيم هذا- امنة من الله------- ومحمد النبي رسوله لتح--------------ية بن روبة واهل ايلة اس-اقفهم وساءرهم في البر والبحر لهم ذمة الله------- وذمة----- النبي و--------------------من كان معهم -------------------من اهل الشام واهل اليمن واهل البحر فمن احدث منهم حدثا فانه لا يحول ماله دون نفسه وانه طيب لمن اخذه من الناس وانه لا يحل ان يمنعوا ما- يريدونه ولا طريقا يريدونه من بر او بحر هذا كتاب جهيم بن الصلت وشرحبيل بن حسنة باذن -------------------------------------------------------------------------------رسول الله صلي الله عليه وسلم,427,-3654492682322209607,Shamela0011816-ara1.ms247,False,6101699924801307873,145,250,714,1236,1503,300,بسم الله الرحمن الرحيم وهذه امنة من الله عز وجل ومحمد النبي صلي الله عليه وسلم لمنجية بن روبة واهل ايلة لسيارتهم ولبحرهم ولبر------------هم ذمة الله عز وجل وذمة محمد النبي صلي الله عليه وسلم ولمن كان معهم من كل مار من الناس من اهل الشام واليم----ن واهل البحر فمن احدث----- حدثا فانه لا يحول ماله دون نفسه وانه طيب لمن اخذه من الناس ول----ا يحل ان يمنعوا ماء يرد-ونه ولا طريقا يريدونها مءبدا ونحو -هذا كتاب جهيم بن الصلت والمعني فيه هو ان اهل اليمن والشام علي كفرهم كانوا وحكمهم ان يغنموا لدخولهم بلا امان في بلادنا فجعل رسول الله صلي الله عليه وسلم,247,8573753867873395199,311,489.5,245,549,56.64845275878906,51,Shamela0011566-ara1.completed,Shamela0011816-ara1,Shamela0011816,0803IbnMusaJamalDinMalati.MuctasarMinMukhtasar,803
Shamela0011566-ara1.completed.ms0427,True,-9061577125727286246,0,110,1,549,1547,300,الله عليه وسلم الي تبوك اتاه تحية بن روبة صاحب ايلة فصالحه واعطاه الجزية واتاه اهل جرباء واذرح فاعطوه الجزية وكتب له-----------------------------م كتابا فهو عندهم وكتب لتحية بن روبة بسم الله الرحمن الرحيم هذا امنة من الله ومحمد النبي رسو----له لتحية بن روبة واهل ايلة اساقفهم وساءر-هم في البر والبحر لهم ذمة الله و-ذمة النبي ومن كان معهم من اهل الشام واهل اليمن واهل البحر فمن احدث منهم حدثا فانه لا يحول ماله دون نفسه وانه طيب لمن اخذه من الناس وانه لا يحل ان يمنعوا ما- يريدونه ولا طريقا يريدونه من ب-ر او بحر هذا كتاب جهيم بن الصلت وشرحبيل بن --حسنة باذن رسول الله صلي الله عليه وسلم,427,-3654492682322209607,Shamela0021713-ara1.ms0912,False,8287699483203866346,88,194,411,937,1442,300,الله عليه وسلم الي تبوك اتاه------------- صاحب ايلة فصالحه واعطاه الجزية واتاه اهل جربا- واذرح فاعطوه الجزية وكتب لهم رسول الله صلي الله عليه وسلم كتابا فهو عندهم وكتب لصاحب ايل---ة بسم الله الرحمن الرحيم هذا امنة من الله ومحمد النبي رسول الله ليحنة بن رءبة واهل ايلة سفن--هم وسيارتهم في البر والبحر لهم ذمة الله ومحمد النبي ومن كان معهم من اهل الشام واهل اليمن واهل البحر فمن احدث منهم حدثا فانه لا يحول ماله دون نفسه وانه---- لمن اخذه من الناس وانه لا يحل ان يمنعوا ماء يرد-ونه ولا طريقا يرد-ونه من بحر----------------------------------- او بر فصل في ب-عث رسول الله صلي الله عليه وسلم,912,-592034112502560175,458,800.0,361,587,78.02384948730469,80,Shamela0011566-ara1.completed,Shamela0021713-ara1,Shamela0021713,0751IbnQayyimJawziyya.ZadMacad,751
Shamela0011566-ara1.completed.ms0427,True,-9061577125727286246,29,101,154,507,1547,300,بسم الله الرحمن الرحيم هذا امنة من الله------- ومحمد النبي------------------- رسو----له لتحية بن روبة واهل ايلة اساقفهم وساءر-هم في الب-ر والبحر لهم ذمة الله --------وذمة النبي ومن كا---------------------ن معهم ----------من اهل الشام واهل اليمن واهل البحر فمن احدث منهم حدثا فانه لا يحول ماله دون نفسه وانه طيب- لمن اخذه من الناس وانه لا يحل ان يمنعوا ما- يريدونه ولا طريقا يريدونه- من ب-ر او بحر هذا كتاب جهيم بن الصلت وشرحبيل,427,-3654492682322209607,Shamela0022547-ara1.ms2438,False,-1516240856567420233,212,296,997,1399,1419,300,بسم الله الرحمن الرحيم هذه امنة من الله عز وجل ومحمد النبي صلي الله عليه وسلم رسول الله ليحنة بن رءبة واهل ايلة سفن--هم وسيارتهم في البحر والب-ر لهم ذمة الله عز وجل ومحمد النبي صلي الله عليه وسلم ولمن يكون معهم من كل مار من اه-----------ل اليمن وال----بحر فمن احدث منهم----- فانه لا يحول ماله دون نفسه وانه طيبة لمن اخذه من الناس وانه لا يحل ان يمنعوا ماء يرد-ونه ولا طريقا ير-دونها من بحر او ب-ر هذا كتاب جهيم بن الصلت وشرحبيل,2438,3952823087305063997,308,480.5,240,428,71.96261596679688,46,Shamela0011566-ara1.completed,Shamela0022547-ara1,Shamela0022547,0321AbuJacfarTahawi.SharhMushkilAthar,321
Shamela0011566-ara1.completed.ms0427,False,-9061577125727286246,15,110,80,549,1547,300,اهل جرباء واذرح فاعطوه------------------ الجزي------------ة وكتب لهم كتابا فهو عندهم وكتب لتحية بن روبة بسم الله الرحمن الرحيم هذا امنة من الله ومحمد النبي رسو----له لتحية بن روبة واهل ايلة اساقفهم وساءرهم في البر والبحر لهم ذمة الله وذمة النبي و----------من كان معهم من اهل الشام واهل اليمن واهل البحر فمن احدث منهم حدثا فانه لا يحول ماله دون نفسه وانه طيب لمن اخذه من الناس وانه لا يحل ان يمنعوا ما- يريدونه ولا طريقا يريدونه من بر او بحر هذا كتاب جهيم بن الصلت وشرحبيل بن حسنة باذن رسول الله صلي الله عليه وسلم,427,-3654492682322209607,Shamela0023680-ara1.mARkdown.ms769,True,4499885535886827533,118,214,595,1073,1495,300,اهل جرباء واذرح فاتوه فصالحهم فقطع عليهم الجزية جزية معلومة وكتب لهم كتابا----------------------------- بسم الله الرحمن الرحيم هذا امنة من الله ومحمد النبي رسول الله ليحنة بن رءبة واهل ايلة لسفن-هم وساءرهم في البر والبحر لهم ذمة الله وذمة محمد رسول الله ولمن كان معه -من اهل الشام واهل اليمن واهل البحر ومن احدث----- حدثا فانه لا يحول ماله دون نفسه وانه طيب لمن اخذه من الناس وانه لا يحل ان يمنعوا ماء يريدونه ولا طريقا يريدونه من بر او بحر هذا كتاب جهيم بن الصلت وشرحبيل بن حسنة باذن رسول الله صلي الله عليه وسلم,769,-7819244900933417128,414,748.5,328,514,80.54474639892578,75,Shamela0011566-ara1.completed,Shamela0023680-ara1.mARkdown,Shamela0023680,0207Waqidi.Maghazi,207
Shamela0011566-ara1.completed.ms0427,True,-9061577125727286246,0,81,1,412,1547,300,الله عليه وسلم الي تبوك اتاه تحية بن روبة صاحب ايلة فصالحه---------------------------- واعطاه الجزية واتاه اهل جرباء واذرح فاعطوه الجزية وكتب -----------------------------لهم كتابا فهو ع------------------ندهم وكتب لتحية بن روبة بسم الله الرحمن الرحيم هذا امنة من الله ومحمد النبي رسو----له لتحية -بن روبة واهل ايلة اساقفهم وساءر-هم في البر والبحر لهم ذمة الله وذمة ال-----نبي ومن كان معهم من اهل الشام واهل اليمن واهل البحر فمن احدث منهم حدثا فانه لا يحول ماله دون نفسه وانه طيب لمن اخذه من الناس,427,-3654492682322209607,Shamela0023833-ara1.completed.ms816,False,-2639574813886826655,202,300,1011,1506,1506,300,الله عليه وسلم الي تبوك اتاه يحنة بن رءبة صاحب ايلة فصالح رسول الله صلي الله عليه وسلم واعطاه الجزية واتاه اهل جرباء واذرح فاعطوه الجزية فكتب رسول الله صلي الله عليه وسلم لهم كتابا فهو عندهم كتاب الرسول ليحنة فكتب ليحنة بن رءبة بسم الله الرحمن الرحيم هذه امنة من الله ومحمد النبي رسول الله ليحنة ابن رءبة واهل ايلة سفن--هم وسيارتهم في البر والبحر لهم ذمة الله وذمة محمد النبي ومن كان معهم من اهل الشام واهل اليمن واهل البحر فمن احدث منهم حدثا فانه لا يحول ماله دون نفسه وانه طيب لمن اخذه من الناس,816,5049242056093930090,385,689.0,304,497,77.46479034423828,64,Shamela0011566-ara1.completed,Shamela0023833-ara1.completed,Shamela0023833,0213IbnHisham.SiraNabawiyya,213
Shamela0011566-ara1.completed.ms0427,True,-9061577125727286246,0,30,1,158,1547,300,الله عليه وسلم الي تبوك اتاه تحية بن روبة صاحب ايلة فصالحه---------------------------- واعطاه الجزية واتاه اهل جرباء واذرح فاعطوه الجزية وكتب له-----------------------------م كتابا فهو عندهم وكتب لتحية بن روبة بسم,427,-3654492682322209607,Shamela0035100-ara1.mARkdown.ms00365,False,3647986269293588478,104,146,521,734,1493,300,الله عليه وسلم الي تبوك اتاه يحنة بن رءبة صاحب ايلة فصالح رسول الله صلي الله عليه وسلم واعطاه الجزية واتاه اهل جرباء واذرح فاعطوه الجزية وكتب لهم رسول الله صلي الله عليه وسلم كتابا فهو عندهم وقال موسي- بن عقبة قال,365,5283840752347635461,141,238.0,111,214,65.88784790039061,22,Shamela0011566-ara1.completed,Shamela0035100-ara1.mARkdown,Shamela0035100,0748Dhahabi.TarikhIslam,748
Shamela0011566-ara1.completed.ms0427,False,-9061577125727286246,33,110,177,549,1547,300,هذا امنة من الله ومحمد النبي رسوله لتحية----- بن روبة واهل ايلة اساقفهم وساءر-هم في البر والبحر لهم ذمة الله وذمة ال-----نبي ومن كان معهم من اهل الشام واهل اليمن واهل البحر فمن احدث منهم حدثا فانه لا يحول ماله دون نفسه وانه طيب لمن اخذه من الناس وانه لا يحل ان يمنعوا ما- يريدونه ولا طريقا يريدونه من بر او بحر هذا كتاب جهيم بن الصلت وشرحبيل بن حسنة باذن رسول الله-------------------------------------- صلي الله عليه وسلم,427,-3654492682322209607,Shia003616Vols-ara1.ms0364,True,2683283395062942275,92,178,482,901,1537,300,هذه امنة من الله ومحمد النبي رسول الله ليوحنا بن رءبة واهل ايلة سفن--هم وسيارتهم في البر والبحر لهم ذمة الله وذمة محمد النبي ومن كان معهم من اهل الشام واهل اليمن واهل البحر فمن احدث منهم حدثا فانه لا يحول ماله دون نفسه وانه طيب لمن اخذه من الناس وانه لا يحل ان يمنعوا ماء يرد-ونه ولا طريقا يريدونه من بر او بحر هذا كتاب جهيم بن الصلت وشرحبيل بن حسنة باذن رسول الله وقال الدولابي اهدي اهل ايلة الي النبي صلي الله عليه وسلم,364,-7230665666601262348,353,645.5,277,422,83.6492919921875,69,Shamela0011566-ara1.completed,Shia003616Vols-ara1,Shia003616Vols,0845Maqrizi.ImtacAsmac,845
